feature	ref.group	term	estimate	std.error	statistic	p.value	p.value.adj	WkPost.TX
wk21_LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_CD101	aIL10+aPD1	groupaIL10	-637.2785123966938	235.67779949701912	-2.704024366133621	0.012662761222577529	0.03798828366773259	21
wk21_LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_CD101	aIL10+aPD1	groupControl	-478.0750000000001	243.0427307313011	-1.967040933754739	0.06135566078965108	0.06135566078965108	21
wk21_LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TCF1	aIL10+aPD1	groupaIL10	1251.7115702479327	539.687313477971	2.319327393822507	0.02961130209739241	0.05922260419478482	21
wk21_LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TCF1	aIL10+aPD1	groupControl	2490.7250000000004	556.5525420241579	4.475273782671694	1.7216837244886306e-4	5.165051173465892e-4	21
wk21_LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXp	aIL10+aPD1	groupaIL10	3.7466363636363607	1.6339762927693822	2.292956378997573	0.0313265182807887	0.0626530365615774	21
wk21_LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXp	aIL10+aPD1	groupControl	5.06675	1.6850380519184265	3.006905389603204	0.0062875361273677	0.01886260838210312	21
wk21_LN_CD3p_CD4p_TOXpIRF4p_MFI_CD101	aIL10+aPD1	groupaIL10	-633.361157024793	211.8612696573532	-2.989508927465311	0.00654959191754723	0.01964877575264171	21
wk21_LN_CD3p_CD4p_TOXpIRF4p_MFI_CD101	aIL10+aPD1	groupControl	-491.3250000000001	218.48193433414556	-2.248812935025416	0.03440199908048051	0.06880399816096103	21
wk21_LN_CD3p_CD8p_Naive	aIL10+aPD1	groupaIL10	-8.517892561983464	4.591405255057625	-1.8551820387888107	0.07643290911234821	0.07643290911234821	21
wk21_LN_CD3p_CD8p_Naive	aIL10+aPD1	groupControl	-13.083750000000007	4.734886669278178	-2.763265715501189	0.0110635794831962	0.03319073844958861	21
wk21_LN_CD3p_CD8p_TCF1nCD101p_MFI_ID2	aIL10+aPD1	groupaIL10	-88.45702479338838	40.55676022621043	-2.1810673313156226	0.03965887233048652	0.07931774466097305	21
wk21_LN_CD3p_CD8p_TCF1nCD101p_MFI_ID2	aIL10+aPD1	groupControl	-114.17500000000004	41.82415898327954	-2.729881551130411	0.01193962633951617	0.03581887901854851	21
wk21_LN_CD3p_CD8p_TCF1nCD101p_MFI_IRF4	aIL10+aPD1	groupaIL10	-102.80041322314042	40.129662698917656	-2.561706386480868	0.0174387483184872	0.03487749663697441	21
wk21_LN_CD3p_CD8p_TCF1nCD101p_MFI_IRF4	aIL10+aPD1	groupControl	-87.62250000000002	41.38371465825885	-2.117318387766174	0.04525826381768733	0.04525826381768733	21
wk21_LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_CD101	aIL10+aPD1	groupaIL10	-599.4603305785121	250.86267988131596	-2.3895954984699954	0.02545284032057031	0.05090568064114063	21
wk21_LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_CD101	aIL10+aPD1	groupControl	-763.575	258.7021386276072	-2.9515604472800274	0.00715800941958786	0.02147402825876358	21
wk21_LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_ID2	aIL10+aPD1	groupaIL10	-108.00165289256194	49.99655683318665	-2.160181815177975	0.04142037086310259	0.08284074172620519	21
wk21_LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_ID2	aIL10+aPD1	groupControl	-134.70000000000005	51.55894923422377	-2.612543544828275	0.01556619937440549	0.04669859812321648	21
wk21_LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_IRF4	aIL10+aPD1	groupaIL10	-106.36966942148752	43.552371329444426	-2.4423393302025382	0.02269275423231678	0.04538550846463357	21
wk21_LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_IRF4	aIL10+aPD1	groupControl	-100.92750000000002	44.913382933489594	-2.2471587176913275	0.03452242339333254	0.04538550846463357	21
wk21_LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_BCL2	aIL10+aPD1	groupaIL10	-501.3876033057847	197.6194756552305	-2.53713659366505	0.01841736771743674	0.04488192185710356	21
wk21_LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_BCL2	aIL10+aPD1	groupControl	-536.0250000000002	203.79508426945657	-2.630215551672833	0.01496064061903451	0.04488192185710356	21
wk21_LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_KI67	aIL10+aPD1	groupaIL10	52.81322314049587	39.204742699133654	1.3471131170480284	0.19106725713417996	0.3821345142683599	21
wk21_LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_KI67	aIL10+aPD1	groupControl	117.65000000000002	40.4298909084816	2.9099756975925644	0.00788668898554907	0.02366006695664723	21
wk21_LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	aIL10+aPD1	groupaIL10	76.62479338842972	24.920101181786336	3.0748187107857103	0.00535757550987255	0.01607272652961767	21
wk21_LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	aIL10+aPD1	groupControl	42.175000000000026	25.698854343717173	1.6411237417792095	0.11437721252907188	0.22875442505814375	21
wk21_LN_CD3p_CD8p_TCFn_TBEThi_CX3CR1pGRZBp_MFI_ID2	aIL10+aPD1	groupaIL10	-50.3652892561983	20.208464891159633	-2.492286748521459	0.02033698502960418	0.03283396338723682	21
wk21_LN_CD3p_CD8p_TCFn_TBEThi_CX3CR1pGRZBp_MFI_ID2	aIL10+aPD1	groupControl	-53.950000000000024	20.839979419008383	-2.588774149689976	0.01641698169361841	0.03283396338723682	21
wk21_PBMC_CD3p_CD4p_TEM_TOXpIRF4p_MFI_CX3CR1	aIL10+aPD1	groupaIL10	56.633999999999986	28.000878377551626	2.022579407559	0.05543877431420407	0.16631632294261223	21
wk21_PBMC_CD3p_CD4p_TEM_TOXpIRF4p_MFI_CX3CR1	aIL10+aPD1	groupControl	83.11649999999999	27.849602941310245	2.9844770201987516	0.00683600001588108	0.02734400006352435	21
wk21_PBMC_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	aIL10+aPD1	groupaIL10	-91.68823529411762	39.0163190746708	-2.3499970645268062	0.02815509155586883	0.05631018311173766	21
wk21_PBMC_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	aIL10+aPD1	groupControl	-123.675	38.80553244830248	-3.1870455627625356	0.00426006891935404	0.01278020675806213	21
wk21_PBMC_CD3p_CD8p_TCF1pCD101p_GRZBnTBETn	aIL10+aPD1	groupaIL10	-20.666274509803912	5.348422393229285	-3.8639944623606985	8.398597709516105e-4	0.00251957931285483	21
wk21_PBMC_CD3p_CD8p_TCF1pCD101p_GRZBnTBETn	aIL10+aPD1	groupControl	-6.905	5.319527409299511	-1.2980476400833638	0.20771540500080168	0.4154308100016033	21
wk21_LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_CD101	Control	groupaIL10	-159.20351239669415	249.21342828613177	-0.6388239730561642	0.5292483954821359	0.5292483954821359	21
wk21_LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TCF1	Control	groupaIL10	-1239.0134297520665	570.6830506794449	-2.171106060144803	0.04049038842838391	0.08098077685676781	21
wk21_LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXp	Control	groupaIL10	-1.320113636363636	1.727820076937167	-0.7640342035518798	0.45261426361604806	0.905228527232096	21
wk21_LN_CD3p_CD4p_TOXpIRF4p_MFI_CD101	Control	groupaIL10	-142.03615702479328	224.02904917240372	-0.6340077661780726	0.5323312322823157	0.5323312322823157	21
wk21_LN_CD3p_CD8p_Naive	Control	groupaIL10	4.565857438016531	4.85510237581094	0.940424544035264	0.35677265148399795	0.35677265148399795	21
wk21_LN_CD3p_CD8p_TCF1nCD101p_MFI_ID2	Control	groupaIL10	25.717975206611587	42.88604729729911	0.5996816407053505	0.5545808315727623	0.5545808315727623	21
wk21_LN_CD3p_CD8p_TCF1nCD101p_MFI_IRF4	Control	groupaIL10	-15.17791322314051	42.43442037606882	-0.35767928697101276	0.7238447981494045	0.7238447981494045	21
wk21_LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_CD101	Control	groupaIL10	164.11466942148746	265.27041840892576	0.6186693201821608	0.5422135494878841	1	21
wk21_LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_ID2	Control	groupaIL10	26.698347107438018	52.86799756910692	0.5050001576575509	0.6183634822595078	0.6183634822595078	21
wk21_LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_IRF4	Control	groupaIL10	-5.442169421487638	46.05370464322738	-0.11817006826372566	0.9069588758199816	0.9069588758199816	21
wk21_LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_BCL2	Control	groupaIL10	34.63739669421493	208.96930949480745	0.1657535107808528	0.8697993127023527	1	21
wk21_LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_KI67	Control	groupaIL10	-64.83677685950407	41.45637965891806	-1.563975855898368	0.13147921498787912	0.26295842997575825	21
wk21_LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	Control	groupaIL10	34.449793388429775	26.35133161462162	1.3073264718552038	0.2040208394143445	0.408041678828689	21
wk21_LN_CD3p_CD8p_TCFn_TBEThi_CX3CR1pGRZBp_MFI_ID2	Control	groupaIL10	3.5847107438016463	21.369093001861305	0.16775212422396257	0.8682445902925368	0.8682445902925368	21
wk21_PBMC_CD3p_CD4p_TEM_TOXpIRF4p_MFI_CX3CR1	Control	groupaIL10	-26.482500000000012	29.499610342470973	-0.8977237221968594	0.3790527163286907	0.7581054326573815	21
wk21_PBMC_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	Control	groupaIL10	31.98676470588238	41.10464658219574	0.7781788037495808	0.4447528084246376	0.4447528084246376	21
wk21_PBMC_CD3p_CD8p_TCF1pCD101p_GRZBnTBETn	Control	groupaIL10	-13.761274509803927	5.634693827094355	-2.4422399747139782	0.02309265555542572	0.06927796666627717	21
wk36_LN_CD3p_CD4p_Naive_notToxpIRF4p_MFI_CD101	aIL10+aPD1	groupaIL10	-75.01528925619833	24.142469384070647	-3.1071920631985512	0.00496227012077933	0.014886810362338	36
wk36_LN_CD3p_CD4p_Naive_notToxpIRF4p_MFI_CD101	aIL10+aPD1	groupControl	-30.137500000000017	24.896921552322866	-1.2104910214165898	0.23838377311315773	0.23838377311315773	36
wk36_LN_CD3p_CD4p_TCF1p_GRZBp_MFI_GRZB	aIL10+aPD1	groupaIL10	-160.2132231404958	55.29279429143029	-2.897542531420354	0.00811795703525698	0.02435387110577095	36
wk36_LN_CD3p_CD4p_TCF1p_GRZBp_MFI_GRZB	aIL10+aPD1	groupControl	-123.05000000000008	57.02069411303752	-2.1579884621549223	0.04160939926039881	0.08321879852079762	36
wk36_LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_CD101	aIL10+aPD1	groupaIL10	-226.94545454545457	86.75560601477586	-2.615916883881857	0.01544886017881895	0.04221526254294007	36
wk36_LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_CD101	aIL10+aPD1	groupControl	-126.02500000000003	89.46671870273765	-1.4086243669976433	0.17232199622529312	0.17232199622529312	36
wk36_LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_CD101	aIL10+aPD1	groupaIL10	-892.4214876033055	338.4378079879982	-2.636884729010397	0.01473791136378826	0.02947582272757652	36
wk36_LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_CD101	aIL10+aPD1	groupControl	-584.0000000000001	349.01398948762335	-1.673285362736756	0.1078196793207883	0.1078196793207883	36
wk36_LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXn	aIL10+aPD1	groupaIL10	9.904545454545458	3.016870994933634	3.283052364910068	0.00326047818471244	0.00978143455413733	36
wk36_LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXn	aIL10+aPD1	groupControl	0.13750000000000204	3.111148213525312	0.0441959015010081	0.9651297192539472	0.976568156694586	36
wk36_LN_CD3p_CD4p_TEM_IRF4pTCF1pTOXn	aIL10+aPD1	groupaIL10	-2.444768595041321	0.818480348155313	-2.9869606528138744	0.00658884634639769	0.01976653903919309	36
wk36_LN_CD3p_CD4p_TEM_IRF4pTCF1pTOXn	aIL10+aPD1	groupControl	-0.8632500000000011	0.8440578590351671	-1.0227379447503424	0.3170692510143518	0.3333740108654428	36
wk36_LN_CD3p_CD4p_TEM_notToxpIRF4p_MFI_CD101	aIL10+aPD1	groupaIL10	-121.38685950413216	42.73844061805517	-2.8402266846594157	0.00927021552999432	0.02781064658998296	36
wk36_LN_CD3p_CD4p_TEM_notToxpIRF4p_MFI_CD101	aIL10+aPD1	groupControl	-72.68750000000001	44.074016887369424	-1.649214324751746	0.1126968427351209	0.13998735537729107	36
wk36_LN_CD3p_CD4p_TEM_TCF1n	aIL10+aPD1	groupaIL10	11.937520661157029	4.10860606360769	2.9054916622195983	0.00796936194058984	0.02390808582176952	36
wk36_LN_CD3p_CD4p_TEM_TCF1n	aIL10+aPD1	groupControl	2.090000000000002	4.237000003095433	0.4932735422405255	0.6264963487210263	1	36
wk36_LN_CD3p_CD4p_TEM_TCF1p	aIL10+aPD1	groupaIL10	-11.93752066115701	4.108606063607689	-2.9054916622195948	0.0079693619405899	0.0239080858217697	36
wk36_LN_CD3p_CD4p_TEM_TCF1p	aIL10+aPD1	groupControl	-2.090000000000003	4.237000003095432	-0.49327354224052594	0.626496348721026	1	36
wk36_LN_CD3p_CD8p_IRF4nTCF1nTOXn	aIL10+aPD1	groupaIL10	10.48480991735536	3.7799561403263984	2.773791421942266	0.0108002244321377	0.03240067329641311	36
wk36_LN_CD3p_CD8p_IRF4nTCF1nTOXn	aIL10+aPD1	groupControl	3.1045000000000065	3.8980797697116	0.7964177706475445	0.4339334055696308	0.4339334055696308	36
wk36_LN_CD3p_CD8p_IRF4nTCF1nTOXp	aIL10+aPD1	groupaIL10	3.839429752066114	1.402564647695081	2.737435139532199	0.01173585209280674	0.03520755627842023	36
wk36_LN_CD3p_CD8p_IRF4nTCF1nTOXp	aIL10+aPD1	groupControl	1.3222500000000017	1.4463947929355532	0.914169496777853	0.3701124106599132	0.4133290389981252	36
wk36_LN_CD3p_CD8p_IRF4nTCF1pTOXn	aIL10+aPD1	groupaIL10	-14.109917355371891	4.714808289988588	-2.992681035479821	0.00650104070740075	0.01950312212220227	36
wk36_LN_CD3p_CD8p_IRF4nTCF1pTOXn	aIL10+aPD1	groupControl	-7.875000000000008	4.862146049050734	-1.6196551729534103	0.11893824533344063	0.23787649066688127	36
wk36_LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXn	aIL10+aPD1	groupaIL10	8.87106611570248	2.8627267849301794	3.098816891084785	0.00506175745685968	0.02024702982743874	36
wk36_LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXn	aIL10+aPD1	groupControl	2.425250000000004	2.952186996959249	0.821509613888961	0.41979058066192254	0.8395811613238451	36
wk36_LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXp	aIL10+aPD1	groupaIL10	2.3404049586776865	0.6709393839249217	3.4882509728175064	0.00198405424987625	0.00793621699950502	36
wk36_LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXp	aIL10+aPD1	groupControl	0.6902500000000011	0.6919062396725759	0.9976062657371632	0.3288508575646104	0.6577017151292208	36
wk36_LN_CD3p_CD8p_Naive_notToxpIRF4p_MFI_CD101	aIL10+aPD1	groupaIL10	-60.527462809917346	21.046397258750773	-2.8759061261542493	0.00853590789979873	0.02437095687369165	36
wk36_LN_CD3p_CD8p_Naive_notToxpIRF4p_MFI_CD101	aIL10+aPD1	groupControl	-15.53675	21.704097173086744	-0.7158441042765739	0.4812927349434757	0.4812927349434757	36
wk36_LN_CD3p_CD8p_Naive_TCF1n	aIL10+aPD1	groupaIL10	11.432479338842976	3.562089604237377	3.2094867364490693	0.00388946994238413	0.01555787976953655	36
wk36_LN_CD3p_CD8p_Naive_TCF1n	aIL10+aPD1	groupControl	3.290000000000005	3.673404904369797	0.8956268327747637	0.37973028309559287	0.7594605661911857	36
wk36_LN_CD3p_CD8p_Naive_TCF1p	aIL10+aPD1	groupaIL10	-11.426859504132215	3.559688020351214	-3.210073309459516	0.0038840183213144	0.0116520549639432	36
wk36_LN_CD3p_CD8p_Naive_TCF1p	aIL10+aPD1	groupControl	-3.287500000000008	3.6709282709871913	-0.8955500509183005	0.3797704469109011	0.7595408938218022	36
wk36_LN_CD3p_CD8p_notToxpIRF4p_MFI_TCF1	aIL10+aPD1	groupaIL10	-2681.1256198347087	939.222557472494	-2.8546222601912192	0.00896699068965778	0.02690097206897336	36
wk36_LN_CD3p_CD8p_notToxpIRF4p_MFI_TCF1	aIL10+aPD1	groupControl	-1445.450000000001	968.5732623935102	-1.492349681869234	0.14919827623903803	0.29839655247807606	36
wk36_LN_CD3p_CD8p_TCF1pCD101n	aIL10+aPD1	groupaIL10	-15.803966942148742	5.535375733555084	-2.855084768021461	0.00895740670898685	0.02687222012696056	36
wk36_LN_CD3p_CD8p_TCF1pCD101n	aIL10+aPD1	groupControl	-5.980000000000009	5.708356225228684	-1.047587039780518	0.30571349170603407	0.30571349170603407	36
wk36_LN_CD3p_CD8p_TCF1nCD101n	aIL10+aPD1	groupaIL10	12.449851239669425	4.705846637470698	2.6456134674123124	0.01445110177751884	0.04335330533255652	36
wk36_LN_CD3p_CD8p_TCF1nCD101n	aIL10+aPD1	groupControl	5.252000000000008	4.85290434489166	1.0822385167200854	0.290363033128088	0.2984088134839025	36
wk36_LN_CD3p_CD8p_TCF1n	aIL10+aPD1	groupaIL10	15.282429752066108	5.282029788528613	2.8932873088402733	0.00819858287930344	0.02459574863791032	36
wk36_LN_CD3p_CD8p_TCF1n	aIL10+aPD1	groupControl	5.101500000000004	5.447093219420134	0.93655456121294	0.3587183955170087	0.45068232107499906	36
wk36_LN_CD3p_CD8p_TCF1p	aIL10+aPD1	groupaIL10	-15.283388429752042	5.282208223771141	-2.893371064202526	0.00819698858504324	0.02459096575512972	36
wk36_LN_CD3p_CD8p_TCF1p	aIL10+aPD1	groupControl	-5.102500000000004	5.4472772307639925	-0.9367065019535212	0.3586418690425711	0.4505916072446172	36
wk36_LN_CD3p_CD8p_TCFn	aIL10+aPD1	groupaIL10	15.951818181818178	5.712591057166397	2.792396308818003	0.01034918808703355	0.03104756426110066	36
wk36_LN_CD3p_CD8p_TCFn	aIL10+aPD1	groupControl	5.707500000000008	5.8911095277028505	0.9688327764338072	0.34270708125223626	0.44184110932100024	36
wk36_LN_CD3p_CD8p_TEM_IRF4nTCF1nTOXp	aIL10+aPD1	groupaIL10	4.4300991735537165	1.640658789753222	2.7001953125305627	0.0127732951547465	0.0383198854642395	36
wk36_LN_CD3p_CD8p_TEM_IRF4nTCF1nTOXp	aIL10+aPD1	groupControl	0.3770000000000006	1.691929376933011	0.222822539250069	0.8256405960530346	1	36
wk36_PBMC_CD3p_CD4p_TCM_notToxpIRF4p_MFI_TBET	aIL10+aPD1	groupaIL10	81.16033057851234	31.17665803641177	2.603240234528145	0.01589415203493319	0.02203533969352725	36
wk36_PBMC_CD3p_CD4p_TCM_notToxpIRF4p_MFI_TBET	aIL10+aPD1	groupControl	88.90000000000003	32.15092860004965	2.765083432142695	0.01101766984676362	0.02203533969352725	36
wk36_PBMC_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TBET	aIL10+aPD1	groupaIL10	134.98677685950406	54.59678210467207	2.4724310051956833	0.02124489123035174	0.04248978246070348	36
wk36_PBMC_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TBET	aIL10+aPD1	groupControl	192.9000000000001	56.3029315454431	3.426109346443303	0.0023076759499371	0.00692302784981131	36
wk36_PBMC_CD3p_CD8p_TCF1pCD101p_MFI_BCL2	aIL10+aPD1	groupaIL10	390.41570247933834	333.5866489654638	1.1703576977379513	0.25384142569097223	0.5076828513819445	36
wk36_PBMC_CD3p_CD8p_TCF1pCD101p_MFI_BCL2	aIL10+aPD1	groupControl	1222.9250000000004	344.0112317456347	3.554898465943819	0.00168625593839479	0.00505876781518439	36
wk36_PBMC_CD3p_CD8p_TCF1pCD101p_GRZBnTBETn_MFI_BCL2	aIL10+aPD1	groupaIL10	537.7818181818177	363.7439322321635	1.4784626505840173	0.1528494478406356	0.3056988956812712	36
wk36_PBMC_CD3p_CD8p_TCF1pCD101p_GRZBnTBETn_MFI_BCL2	aIL10+aPD1	groupControl	1246.8500000000004	375.1109301144189	3.3239500635710018	0.00295470553870024	0.00886411661610074	36
wk36_PBMC_CD3p_CD8p_TCM_notToxpIRF4p_MFI_TBET	aIL10+aPD1	groupaIL10	55.8690909090909	21.286093486717103	2.624675633598725	0.0151480543714092	0.03029610874281841	36
wk36_PBMC_CD3p_CD8p_TCM_notToxpIRF4p_MFI_TBET	aIL10+aPD1	groupControl	67.910000000000025	21.951283908177025	3.0936687022075744	0.00512386210496431	0.01537158631489295	36
wk36_PBMC_CD3p_CD8p_TCM_TOXpIRF4p_MFI_TBET	aIL10+aPD1	groupaIL10	99.6695867768595	46.65865686984648	2.136143503977967	0.04353494892152466	0.08706989784304932	36
wk36_PBMC_CD3p_CD8p_TCM_TOXpIRF4p_MFI_TBET	aIL10+aPD1	groupControl	144.77000000000007	48.11673989702921	3.008724205127171	0.00626072571386485	0.01878217714159457	36
wk36_LN_CD3p_CD4p_Naive_notToxpIRF4p_MFI_CD101	Control	groupaIL10	-44.87778925619833	25.529038268932588	-1.7579114725528884	0.09206553545339316	0.18413107090678635	36
wk36_LN_CD3p_CD4p_TCF1p_GRZBp_MFI_GRZB	Control	groupaIL10	-37.163223140495845	58.46841261372812	-0.6356119736996261	0.5313033088307826	0.575851107345942	36
wk36_LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_CD101	Control	groupaIL10	-100.92045454545458	91.73822075785591	-1.1000916925545707	0.2826734377156803	0.3446439924505872	36
wk36_LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_CD101	Control	groupaIL10	-308.4214876033056	357.8752286822816	-0.8618128970226084	0.3976869705425927	0.3976869705425927	36
