parameter	ref.group	term	estimate	std.error	statistic	p.value	p.value.adj	WkPost.TX
LN_CD3p_CD4p_TCM_IRF4nTCF1nTOXp	aIL10+aPD1	groupaIL10	0.39444444444444515	0.6230061186712805	0.63313093182086	0.5331749952862603	1	7
LN_CD3p_CD4p_TCM_IRF4nTCF1nTOXp	aIL10+aPD1	groupControl	0.06782567049808448	0.6428309764163015	0.1055108931996459	0.9169265504243013	1	7
LN_CD3p_CD4p_TCM_MFI_BCL2_UNS	aIL10+aPD1	groupaIL10	222.111111111111	126.29396288250426	1.7586835193203085	0.09253534002094332	0.27760602006283	7
LN_CD3p_CD4p_TCM_MFI_BCL2_UNS	aIL10+aPD1	groupControl	14.36590038314175	130.31279957313018	0.11024166797275932	0.913217205019462	0.913217205019462	7
LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_CD101	aIL10+aPD1	groupaIL10	319.11111111111154	295.65353765702673	1.0793414265899866	0.2921273075422822	0.5123336503999626	7
LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_CD101	aIL10+aPD1	groupControl	355.6503831417625	305.06161431984253	1.1658313155350974	0.2561668251999813	0.5123336503999626	7
LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TCF1	aIL10+aPD1	groupaIL10	-41.111111111111995	616.9131047976582	-0.06664003534921836	0.9474701837559338	1	7
LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TCF1	aIL10+aPD1	groupControl	397.3927203065132	636.5440749873841	0.6242972575220173	0.5388531597515273	1	7
LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	aIL10+aPD1	groupaIL10	234.99999999999986	129.86429330008113	1.809581325460869	0.08404553710204216	0.25213661130612647	7
LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	aIL10+aPD1	groupControl	48.413793103448235	133.99674250671598	0.3613057466753098	0.7213175623068526	0.7213175623068526	7
LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_CD101	aIL10+aPD1	groupaIL10	22.755555555555542	69.1116654884746	0.3292578090069378	0.7450749182831493	1	7
LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_CD101	aIL10+aPD1	groupControl	39.193295019157084	71.31088776859062	0.5496116546233778	0.5881222589049009	1	7
LN_CD3p_CD4p_TEM	aIL10+aPD1	groupaIL10	0.10219437340153452	0.043588118416299865	2.344546567151628	0.03006822911568865	0.09020468734706595	7
LN_CD3p_CD4p_TEM	aIL10+aPD1	groupControl	0.021710997442455245	0.04738200247345255	0.45821190133573614	0.6519976918647326	0.6519976918647326	7
LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXn	aIL10+aPD1	groupaIL10	1.6444444444444468	2.4953671474065797	0.6589989958605924	0.5167352740336257	1	7
LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXn	aIL10+aPD1	groupControl	1.9825670498084298	2.574772946541333	0.7699968467012178	0.44949142209812787	1	7
LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXp	aIL10+aPD1	groupaIL10	0.8733333333333322	1.0826220355973684	0.8066835004438506	0.4284838412621951	0.8569676825243902	7
LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXp	aIL10+aPD1	groupControl	-0.17298850574712735	1.117072464259478	-0.15485880395575205	0.8783445996474367	0.8783445996474367	7
LN_CD3p_CD4p_TEM_IRF4pTCF1pTOXn	aIL10+aPD1	groupaIL10	-1.721111111111111	0.9354650307286148	-1.8398454828082376	0.0793237245780327	0.0793237245780327	7
LN_CD3p_CD4p_TEM_IRF4pTCF1pTOXn	aIL10+aPD1	groupControl	-2.3313314176245203	0.9652327338118354	-2.4153049683859926	0.024476136150042946	0.07342840845012884	7
LN_CD3p_CD4p_TEM_MFI_TCF1_GAG	aIL10+aPD1	groupaIL10	230.33333333333317	714.6415887096689	0.3223060859769087	0.7502636585241407	1	7
LN_CD3p_CD4p_TEM_MFI_TCF1_GAG	aIL10+aPD1	groupControl	562.7442528735626	737.3824052285518	0.7631647417721337	0.45347162706232824	1	7
LN_CD3p_CD4p_TEM_TCF1n	aIL10+aPD1	groupaIL10	3.000000000000003	3.985913567328557	0.7526505402902317	0.45963830378111237	0.9192766075622247	7
LN_CD3p_CD4p_TEM_TCF1n	aIL10+aPD1	groupControl	2.0068965517241364	4.112750474845241	0.4879694413747905	0.6303994037231263	0.9192766075622247	7
LN_CD3p_CD4p_TEM_TCF1p	aIL10+aPD1	groupaIL10	-2.999999999999997	3.985913567328557	-0.75265054029023	0.45963830378111337	0.9192766075622267	7
LN_CD3p_CD4p_TEM_TCF1p	aIL10+aPD1	groupControl	-2.0068965517241346	4.1127504748452415	-0.48796944137479	0.6303994037231266	0.9192766075622267	7
LN_CD3p_CD4p_TEM_notToxpIRF4p_MFI_CD101	aIL10+aPD1	groupaIL10	13.311111111111105	42.68245939798744	0.3118637327571323	0.7580804793744225	1	7
LN_CD3p_CD4p_TEM_notToxpIRF4p_MFI_CD101	aIL10+aPD1	groupControl	21.72107279693484	44.04067027331144	0.49320486409803277	0.626755079168023	1	7
LN_CD3p_CD4p_TNFAp_GAG	aIL10+aPD1	groupaIL10	-0.010444444444444456	0.018831256968628984	-0.5546334194177197	0.5847405684917192	1	7
LN_CD3p_CD4p_TNFAp_GAG	aIL10+aPD1	groupControl	-0.009411877394636014	0.01943049183868005	-0.4843869868440438	0.632898674684913	1	7
LN_CD3p_CD4p_TNFAp_GAG_UNS	aIL10+aPD1	groupaIL10	0.8414059984870267	0.6091915569951967	1.3811846024872945	0.18109143130048874	0.3621828626009775	7
LN_CD3p_CD4p_TNFAp_GAG_UNS	aIL10+aPD1	groupControl	0.16216376941922278	0.6285768175808474	0.25798560316514585	0.798816029387019	0.798816029387019	7
LN_CD3p_CD4p_TOXpIRF4p_MFI_CD101	aIL10+aPD1	groupaIL10	284.44444444444474	273.0138585366235	1.041868152661151	0.3087874943143372	0.41700385469767975	7
LN_CD3p_CD4p_TOXpIRF4p_MFI_CD101	aIL10+aPD1	groupControl	365.006704980843	281.70151142749927	1.2957215001481586	0.20850192734883988	0.41700385469767975	7
LN_CD3p_CD4p_notToxpIRF4p_MFI_BCL2	aIL10+aPD1	groupaIL10	281.33333333333303	128.73847826287454	2.1853088301919414	0.03980048039450498	0.11940144118351495	7
LN_CD3p_CD4p_notToxpIRF4p_MFI_BCL2	aIL10+aPD1	groupControl	74.83045977011487	132.8351025838607	0.5633334737169592	0.5789048789709044	0.9140312504178587	7
LN_CD3p_CD8p_CD25p	aIL10+aPD1	groupaIL10	0.8279710144927536	1.033047142604356	0.8014842501818488	0.43276119927858847	0.8655223985571769	7
LN_CD3p_CD8p_CD25p	aIL10+aPD1	groupControl	0.3610869565217392	1.1229629551471654	0.3215484133885952	0.7513053546283255	0.8655223985571769	7
LN_CD3p_CD8p_CX3CR1p_GAG_UNS	aIL10+aPD1	groupaIL10	-0.2255669003543583	0.09216508862081998	-2.4474223779285014	0.02283493349029842	0.06850480047089527	7
LN_CD3p_CD8p_CX3CR1p_GAG_UNS	aIL10+aPD1	groupControl	-0.16622124546355155	0.09509790054064814	-1.747896057836764	0.09442643797435597	0.18885287594871195	7
LN_CD3p_CD8p_IFNGp_GAG_UNS	aIL10+aPD1	groupaIL10	-0.28835010570669783	0.45463511157444003	-0.6342451305798114	0.5324611075176056	0.8458406621413264	7
LN_CD3p_CD8p_IFNGp_GAG_UNS	aIL10+aPD1	groupControl	-0.38306174931741305	0.4691021868450292	-0.8165848722507871	0.4229203310706632	0.8458406621413264	7
LN_CD3p_CD8p_IRF4nTCF1nTOXn	aIL10+aPD1	groupaIL10	1.56	1.299231644032522	1.2007096711084653	0.2426328853003566	0.7278986559010698	7
LN_CD3p_CD8p_IRF4nTCF1nTOXn	aIL10+aPD1	groupControl	1.363706896551724	1.3405748696427422	1.0172553039989078	0.3200893439016372	0.7278986559010698	7
LN_CD3p_CD8p_IRF4nTCF1nTOXp	aIL10+aPD1	groupaIL10	0.15000000000000024	0.5378112449681683	0.2789082627100487	0.7829202108328566	1	7
LN_CD3p_CD8p_IRF4nTCF1nTOXp	aIL10+aPD1	groupControl	0.19612068965517265	0.5549250920165826	0.3534183126275214	0.7271390405834295	1	7
LN_CD3p_CD8p_IRF4nTCF1pTOXn	aIL10+aPD1	groupaIL10	0.8222222222222315	3.415979391872384	0.240698823938616	0.8120174695376111	1	7
LN_CD3p_CD8p_IRF4nTCF1pTOXn	aIL10+aPD1	groupControl	-1.7475095785440593	3.524680259286377	-0.4957923698014719	0.6249575261615736	1	7
LN_CD3p_CD8p_KI67p	aIL10+aPD1	groupaIL10	0.16052855924978665	0.5779299114590255	0.27776475324580585	0.7841928914765589	1	7
LN_CD3p_CD8p_KI67p	aIL10+aPD1	groupControl	0.39017902813299243	0.6282325892735405	0.6210741607406544	0.5419307905521442	1	7
LN_CD3p_CD8p_KI67p_UNS	aIL10+aPD1	groupaIL10	0.4188888888888905	0.9982742752855707	0.4196130254574188	0.6788375051530928	1	7
LN_CD3p_CD8p_KI67p_UNS	aIL10+aPD1	groupControl	0.15125478927203084	1.0300406494911063	0.14684351471639356	0.8845928906818081	1	7
LN_CD3p_CD8p_MFI_TCF1_UNS	aIL10+aPD1	groupaIL10	-321.7777777777785	368.19639520580336	-0.8739297341515819	0.3915967588204595	0.7303674449889055	7
LN_CD3p_CD8p_MFI_TCF1_UNS	aIL10+aPD1	groupControl	351.2835249042142	379.9128791028676	0.9246423172958516	0.36518372249445274	0.7303674449889055	7
LN_CD3p_CD8p_Naive	aIL10+aPD1	groupaIL10	0.8555555555555535	3.494536573900193	0.2448266136189505	0.8088598285764048	0.8088598285764048	7
LN_CD3p_CD8p_Naive	aIL10+aPD1	groupControl	-3.6541187739463594	3.6057372321057635	-1.013417933345171	0.32187716439133635	0.6437543287826727	7
LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXn	aIL10+aPD1	groupaIL10	0.976666666666667	0.816577549356795	1.196048884072274	0.244409702299395	0.5480629488255542	7
LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXn	aIL10+aPD1	groupControl	0.7072988505747128	0.8425620995379433	0.8394619826391334	0.41023992631405193	0.5480629488255542	7
LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXp	aIL10+aPD1	groupaIL10	-0.05555555555555546	0.23640106972854227	-0.2350055167658485	0.8163780460103326	1	7
LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXp	aIL10+aPD1	groupControl	-0.005277777777777761	0.24392365648601191	-0.021637006651220075	0.9829325615524254	1	7
LN_CD3p_CD8p_Naive_TCF1n	aIL10+aPD1	groupaIL10	0.9400000000000002	1.043810608732982	0.9005465092379248	0.3775822825995093	0.7551645651990186	7
LN_CD3p_CD8p_Naive_TCF1n	aIL10+aPD1	groupControl	0.7657758620689653	1.0770260077647105	0.7110096288744946	0.48454896113559887	0.7551645651990186	7
LN_CD3p_CD8p_Naive_TCF1p	aIL10+aPD1	groupaIL10	-0.9555555555555562	1.045588703769862	-0.9138923862799092	0.3706811954724708	0.7413623909449416	7
LN_CD3p_CD8p_Naive_TCF1p	aIL10+aPD1	groupControl	-0.7820881226053659	1.0788606840776116	-0.7249204036701217	0.4761411164586673	0.7413623909449416	7
LN_CD3p_CD8p_Naive_notToxpIRF4p_MFI_CD101	aIL10+aPD1	groupaIL10	0.06666666666666889	17.206029173414915	0.003874610811986518	0.9969434356591542	0.9969434356591542	7
LN_CD3p_CD8p_Naive_notToxpIRF4p_MFI_CD101	aIL10+aPD1	groupControl	23.322988505747112	17.753547200119257	1.3137086489166763	0.2024798332363219	0.4049596664726438	7
LN_CD3p_CD8p_TCF1n	aIL10+aPD1	groupaIL10	1.6055555555555583	1.8900708814838578	0.8494684359641941	0.40477022355397496	0.8095404471079499	7
LN_CD3p_CD8p_TCF1n	aIL10+aPD1	groupControl	1.35838122605364	1.9502153732158796	0.69652882687192	0.49339206417914017	0.8095404471079499	7
LN_CD3p_CD8p_TCF1nCD101n	aIL10+aPD1	groupaIL10	1.4266666666666674	1.7495672102544368	0.815439760361758	0.4235614394733175	0.847122878946635	7
LN_CD3p_CD8p_TCF1nCD101n	aIL10+aPD1	groupControl	1.3501436781609186	1.805240694060056	0.7479023061043418	0.46243957123497026	0.847122878946635	7
LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	aIL10+aPD1	groupaIL10	32.63888888888882	62.832027993500226	0.5194626042034679	0.6086254092221964	0.6086254092221964	7
LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	aIL10+aPD1	groupControl	93.97246168582369	64.83142411413377	1.4494893945317011	0.16130735860038156	0.3226147172007631	7
LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_CD101	aIL10+aPD1	groupaIL10	-155.33333333333331	335.1188871061996	-0.4635170959018731	0.6475468719828854	1	7
LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_CD101	aIL10+aPD1	groupControl	-207.74425287356306	345.7828020589444	-0.6007940581097773	0.554117079424788	1	7
LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_ID2	aIL10+aPD1	groupaIL10	-84.8888888888889	50.64413078426832	-1.67618414166283	0.10785725230202672	0.3235717569060802	7
LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_ID2	aIL10+aPD1	groupControl	-56.80651340996169	52.25569230562171	-1.08708756699125	0.28876543809426086	0.5775308761885217	7
LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_IRF4	aIL10+aPD1	groupaIL10	-60.266666666666694	31.615879157044912	-1.9062151132127407	0.0697697112938321	0.1395394225876642	7
LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_IRF4	aIL10+aPD1	groupControl	-33.35488505747127	32.62193718438653	-1.0224679444676126	0.31767192855063603	0.31767192855063603	7
LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_BCL2	aIL10+aPD1	groupaIL10	4.666666666666664	157.30836090623603	0.029665725583703974	0.9766011250676936	1	7
LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_BCL2	aIL10+aPD1	groupControl	40.29022988505746	162.31411571923817	0.24822382025448256	0.8062635549946082	1	7
LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_KI67	aIL10+aPD1	groupaIL10	44.555555555555515	57.51888055602914	0.774624873169323	0.44680732921317745	1	7
LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_KI67	aIL10+aPD1	groupControl	-38.45498084291191	59.34920547660635	-0.6479443243443198	0.5237262507577316	1	7
LN_CD3p_CD8p_TCF1nCD101p_MFI_ID2	aIL10+aPD1	groupaIL10	-79.1111111111111	43.53709984205681	-1.8170964854827059	0.08285085573140563	0.2485525671942169	7
LN_CD3p_CD8p_TCF1nCD101p_MFI_ID2	aIL10+aPD1	groupControl	-53.21934865900382	44.922506477934434	-1.184692325330171	0.24877998676734664	0.4975599735346933	7
LN_CD3p_CD8p_TCF1nCD101p_MFI_IRF4	aIL10+aPD1	groupaIL10	-45.88888888888889	27.57775801864677	-1.6639818529795283	0.1102967418291638	0.2205934836583276	7
LN_CD3p_CD8p_TCF1nCD101p_MFI_IRF4	aIL10+aPD1	groupControl	-21.204789272030645	28.455317826265215	-0.7451960087565043	0.464040725446507	0.464040725446507	7
LN_CD3p_CD8p_TCF1p	aIL10+aPD1	groupaIL10	-1.611111111111118	1.889282951088886	-0.8527632720035694	0.402979458151671	0.805958916303342	7
LN_CD3p_CD8p_TCF1p	aIL10+aPD1	groupControl	-1.3521072796934872	1.9494023698601053	-0.6936009212867215	0.49519124509108836	0.805958916303342	7
LN_CD3p_CD8p_TCF1pCD101n	aIL10+aPD1	groupaIL10	-1.9999999999999973	2.7947855672876707	-0.7156184085854537	0.48175386006077303	0.7212887975827948	7
LN_CD3p_CD8p_TCF1pCD101n	aIL10+aPD1	groupControl	-2.692241379310345	2.883719246490507	-0.9336003782569365	0.3606443987913974	0.7212887975827948	7
LN_CD3p_CD8p_TCFn	aIL10+aPD1	groupaIL10	1.892222222222223	2.158453677150354	0.87665639631441294	0.39014574664721446	0.8385277144162357	7
LN_CD3p_CD8p_TCFn	aIL10+aPD1	groupControl	1.4124904214559388	2.2271384553833284	0.6342176069214454	0.532478736200005	0.8385277144162357	7
LN_CD3p_CD8p_TCFn_TBEThi_CX3CR1pGRZBp_MFI_ID2	aIL10+aPD1	groupaIL10	-84.33333333333334	45.07655259522107	-1.8708913720760936	0.07472123533149819	0.22416370599449456	7
LN_CD3p_CD8p_TCFn_TBEThi_CX3CR1pGRZBp_MFI_ID2	aIL10+aPD1	groupControl	-44.7183908045977	46.51094660204418	-0.9614594858112887	0.34677034738534596	0.34677034738534596	7
LN_CD3p_CD8p_TCM_CX3CR1p_GAG_UNS	aIL10+aPD1	groupaIL10	-0.17198763100789521	0.08474747343570799	-2.029413079062118	0.05468495704852186	0.16405487114556558	7
LN_CD3p_CD8p_TCM_CX3CR1p_GAG_UNS	aIL10+aPD1	groupControl	-0.11417365480548278	0.08744424727911118	-1.305673710484975	0.20515298506202073	0.2311229363141158	7
LN_CD3p_CD8p_TCM_GRZBp_GAG	aIL10+aPD1	groupaIL10	0.465555555555556	1.4026742442937679	0.33190568476571586	0.7431017867252172	1	7
LN_CD3p_CD8p_TCM_GRZBp_GAG	aIL10+aPD1	groupControl	-0.7581704980842914	1.4473091467808186	-0.523848342816498	0.6056217475915615	1	7
LN_CD3p_CD8p_TCM_GRZBp_UNS	aIL10+aPD1	groupaIL10	0.08444444444444582	1.3862251593247414	0.06091683149480596	0.9519754642964353	1	7
LN_CD3p_CD8p_TCM_GRZBp_UNS	aIL10+aPD1	groupControl	-0.9601053639846737	1.4303366307253655	-0.6712443374241043	0.5090520603796385	1	7
LN_CD3p_CD8p_TCM_IFNGp_GAG	aIL10+aPD1	groupaIL10	-0.49111111111111083	0.6074928388444277	-0.8084228812397227	0.42750321081138387	0.5817154553374584	7
LN_CD3p_CD8p_TCM_IFNGp_GAG	aIL10+aPD1	groupControl	-0.955383141762452	0.6268240440288895	-1.5241647969049823	0.14171472827558812	0.42514418482676436	7
LN_CD3p_CD8p_TCM_KI67p_UNS	aIL10+aPD1	groupaIL10	0.1433333333333356	1.1174645888258357	0.12826655517016572	0.8991033514490152	1	7
LN_CD3p_CD8p_TCM_KI67p_UNS	aIL10+aPD1	groupControl	-0.5770402298850567	1.1530237524433915	-0.500458233112927	0.6217221558206301	1	7
LN_CD3p_CD8p_TCM_SLAMF6p_UNS	aIL10+aPD1	groupaIL10	0.09222222222222257	0.48098045675009815	0.19173798213206455	0.8497061310997005	1	7
LN_CD3p_CD8p_TCM_SLAMF6p_UNS	aIL10+aPD1	groupControl	-0.2888888888888887	0.4962858748630735	-0.5821017754506792	0.5664162705466798	1	7
LN_CD3p_CD8p_TEM_CD39p_GAG	aIL10+aPD1	groupaIL10	0.8633333333333313	2.072803869874718	0.41650507598941905	0.6810760228933745	1	7
LN_CD3p_CD8p_TEM_CD39p_GAG	aIL10+aPD1	groupControl	-1.0598850574712648	2.1387631608384035	-0.495559806189941	0.6251189919358059	1	7
LN_CD3p_CD8p_TEM_CX3CR1p_GAG	aIL10+aPD1	groupaIL10	-3.1222222222222125	3.4828638599877055	-0.8964525596568205	0.37971611351135404	0.7594322270227081	7
LN_CD3p_CD8p_TEM_CX3CR1p_GAG	aIL10+aPD1	groupControl	-0.26024904214559424	3.5936930773905646	-0.07241827182820104	0.942923403926917	0.942923403926917	7
LN_CD3p_CD8p_TEM_CX3CR1p_GAG_UNS	aIL10+aPD1	groupaIL10	-0.1354905698629816	0.05913525124746842	-2.2911980080372443	0.03189633006670003	0.09568899020010008	7
LN_CD3p_CD8p_TEM_CX3CR1p_GAG_UNS	aIL10+aPD1	groupControl	-0.05993533077455676	0.061017011166933526	-0.9822724782533604	0.3366453904145189	0.6732907808290378	7
LN_CD3p_CD8p_TEM_IRF4nTCF1nTOXp	aIL10+aPD1	groupaIL10	0.20666666666666686	1.4298866179387173	0.14453360432492995	0.8863950179821394	1	7
LN_CD3p_CD8p_TEM_IRF4nTCF1nTOXp	aIL10+aPD1	groupControl	0.6949712643678159	1.4753874532316387	0.47104322518506875	0.6422471585930867	1	7
LN_CD3p_CD8p_TOXpIRF4p_MFI_KI67	aIL10+aPD1	groupaIL10	27.777777777777757	12.071175277182748	2.301165970995719	0.03123159045477767	0.06246318090955534	7
LN_CD3p_CD8p_TOXpIRF4p_MFI_KI67	aIL10+aPD1	groupControl	14.509578544061302	12.455295634131648	1.1649324889808506	0.2565228733355344	0.2565228733355344	7
LN_CD3p_CD8p_notToxpIRF4p_MFI_TCF1	aIL10+aPD1	groupaIL10	-329.55555555555526	387.59249577396776	-0.8502629930888603	0.4043379114157184	0.8086758228314368	7
LN_CD3p_CD8p_notToxpIRF4p_MFI_TCF1	aIL10+aPD1	groupControl	313.3170498084289	399.92618859249825	0.7834371910254693	0.44172353683400767	0.8086758228314368	7
MIP3b	aIL10+aPD1	groupaIL10	-4.889830234419712	7.6884855361433155	-0.6359939433367966	0.5307991599815329	1	7
MIP3b	aIL10+aPD1	groupControl	-14.316183865257313	8.15487038949244	-1.7555378787753306	0.09192489551899202	0.27577468655697607	7
MSD_Cluster_1	aIL10+aPD1	groupaIL10	0.3211847421326447	0.36885230207260383	0.8707678936199877	0.39250778104933615	0.613636375472838	7
MSD_Cluster_1	aIL10+aPD1	groupControl	0.4085008901139789	0.39122694607771064	1.044153257359827	0.306818187736419	0.613636375472838	7
MSD_Cluster_2	aIL10+aPD1	groupaIL10	0.05553871495803666	0.1484960531426954	0.3740080209718937	0.7116822549422066	1	7
MSD_Cluster_2	aIL10+aPD1	groupControl	-0.0016026767352771403	0.15750384923495678	-0.010175476618900552	0.9919653970307156	1	7
MSD_Cluster_3	aIL10+aPD1	groupaIL10	-0.04064188792296806	0.17876305056064742	-0.22735060626625314	0.8220766995899099	1	7
MSD_Cluster_3	aIL10+aPD1	groupControl	-0.3454061901717791	0.18960684791554122	-1.8216968108959724	0.08098878807406605	0.3239551522962642	7
PBMC_CD3p_CD4p_CD39p_GAG_UNS	aIL10+aPD1	groupaIL10	0.03350785144304529	0.18072812321826107	0.18540474413369887	0.8545369018645619	1	7
PBMC_CD3p_CD4p_CD39p_GAG_UNS	aIL10+aPD1	groupControl	0.07080485785747148	0.18637587706883169	0.37990355281505706	0.707502480595282	1	7
PBMC_CD3p_CD4p_CD39p_UNS	aIL10+aPD1	groupaIL10	1.366223140495869	1.4865106500376124	0.9190806271460619	0.36759231312753105	1	7
PBMC_CD3p_CD4p_CD39p_UNS	aIL10+aPD1	groupControl	-0.4282500000000006	1.5329641078512877	-0.2793607481131874	0.7824647449333741	1	7
PBMC_CD3p_CD4p_CD69p_GAG_UNS	aIL10+aPD1	groupaIL10	0.15856015508871119	0.17054483444632726	0.929727104332862	0.3621684085741813	1	7
PBMC_CD3p_CD4p_CD69p_GAG_UNS	aIL10+aPD1	groupControl	0.05339372328567561	0.17587436052277497	0.3035901488253676	0.7641694835055268	1	7
PBMC_CD3p_CD4p_KI67p_GAG_UNS	aIL10+aPD1	groupaIL10	-0.06583096652901613	0.11640241836124737	-0.5655463817316405	0.5771782969845796	1	7
PBMC_CD3p_CD4p_KI67p_GAG_UNS	aIL10+aPD1	groupControl	-0.004819018504119707	0.12003999393503634	-0.040145107860699164	0.9683238877740057	1	7
PBMC_CD3p_CD4p_Naive_KI67p_UNS	aIL10+aPD1	groupaIL10	0.20302479338843027	0.3887310741103965	0.5222756988312514	0.6064727255766587	0.6921727423489004	7
PBMC_CD3p_CD4p_Naive_KI67p_UNS	aIL10+aPD1	groupControl	-0.5565000000000004	0.40087892017634635	-1.388199708169231	0.1783769422674022	0.5351308268022066	7
PBMC_CD3p_CD4p_Naive_TNFAp_GAG	aIL10+aPD1	groupaIL10	0.04385785123966948	0.039289156071103025	1.1162838713129475	0.2758274873435565	0.551654974687113	7
PBMC_CD3p_CD4p_Naive_TNFAp_GAG	aIL10+aPD1	groupControl	-0.012200000000000008	0.04051694219832499	-0.3011086063771211	0.766037023876758	0.766037023876758	7
PBMC_CD3p_CD4p_TCM_CD39p_GAG	aIL10+aPD1	groupaIL10	0.9221322314049598	0.6485534776140635	1.421829137047193	0.16849541065931292	0.478945253127433	7
PBMC_CD3p_CD4p_TCM_CD39p_GAG	aIL10+aPD1	groupControl	-0.9720000000000004	0.6688207737895029	-1.45330414079799	0.15964841770914434	0.478945253127433	7
PBMC_CD3p_CD4p_TCM_CD69p_GAG_UNS	aIL10+aPD1	groupaIL10	0.08131277802282573	0.15313965676280858	0.5309714004960034	0.6005289808207618	1	7
PBMC_CD3p_CD4p_TCM_CD69p_GAG_UNS	aIL10+aPD1	groupControl	0.06747913149710012	0.15792527103664636	0.4272852030213814	0.6731452467971801	1	7
PBMC_CD3p_CD4p_TCM_IRF4pTCF1nTOXn	aIL10+aPD1	groupaIL10	-0.13139669421487518	0.5312236158048181	-0.2473472381603473	0.8068341537207986	1	7
PBMC_CD3p_CD4p_TCM_IRF4pTCF1nTOXn	aIL10+aPD1	groupControl	-1.1402499999999998	0.5478243537987186	-2.0814153151339267	0.04871565643017914	0.14614696929053742	7
PBMC_CD3p_CD4p_TCM_MFI_BCL2_GAG	aIL10+aPD1	groupaIL10	349.32396694214896	150.80949532732498	2.3163260786992064	0.029802080314818628	0.08940624094445589	7
PBMC_CD3p_CD4p_TCM_MFI_BCL2_GAG	aIL10+aPD1	groupControl	285.95	155.52229205630385	1.8386431695366043	0.0789162495453726	0.1578324990907452	7
PBMC_CD3p_CD4p_TCM_MFI_BCL2_UNS	aIL10+aPD1	groupaIL10	419.89256198347096	152.7358509769845	2.7491421254250508	0.011426513170311152	0.03427953951093345	7
PBMC_CD3p_CD4p_TCM_MFI_BCL2_UNS	aIL10+aPD1	groupControl	428.5	157.50884632001524	2.720482119013203	0.012197863950355289	0.03427953951093345	7
PBMC_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TBET	aIL10+aPD1	groupaIL10	-10.731404958677693	36.49818546802287	-0.29402571171873165	0.7713753593329611	1	7
PBMC_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TBET	aIL10+aPD1	groupControl	-28.125000000000007	37.63875376389858	-0.7472351549263105	0.4624930874803985	1	7
PBMC_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	aIL10+aPD1	groupaIL10	435.17851239669403	145.98384248001213	2.981004644101473	0.0066814753066554294	0.02004442591996629	7
PBMC_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	aIL10+aPD1	groupControl	418.6	150.54583755751247	2.780548481389157	0.010634302072502674	0.021268604145005348	7
PBMC_CD3p_CD4p_TCM_notToxpIRF4p_MFI_TBET	aIL10+aPD1	groupaIL10	7.831404958677718	30.237220929220893	0.25899883382171346	0.7979400817006657	1	7
PBMC_CD3p_CD4p_TCM_notToxpIRF4p_MFI_TBET	aIL10+aPD1	groupControl	-39.64999999999999	31.182134083259044	-1.271561461897733	0.21623743192041475	0.6487122957612442	7
PBMC_CD3p_CD4p_TEM_ID2p_GAG	aIL10+aPD1	groupaIL10	2.2567768595041313	6.54737182182724	0.3446843895409487	0.73346359782725	0.73346359782725	7
PBMC_CD3p_CD4p_TEM_ID2p_GAG	aIL10+aPD1	groupControl	-6.517499999999999	6.751977191259341	-0.9652728105238744	0.3444487198301771	0.6888974396603542	7
PBMC_CD3p_CD4p_TEM_TOXpIRF4p_MFI_CX3CR1	aIL10+aPD1	groupaIL10	15.109834710743803	22.939870837030735	0.6586713071789716	0.5166470704449869	1	7
