ID_merge	ID	Group	Wk Post-TX	weeks post-ATI	IL10 Pr (pg/ml)
34918_aIL10+aPD1_17	34918	aIL10+aPD1	17	5	3852.491967291967
RBf17_aIL10+aPD1_17	RBf17	aIL10+aPD1	17	5	793.7137085137084
RBv17_aIL10+aPD1_17	RBv17	aIL10+aPD1	17	5	2603.814718614718
RKq17_aIL10+aPD1_17	RKq17	aIL10+aPD1	17	5	3622.381337181337
RWs17_aIL10+aPD1_17	RWs17	aIL10+aPD1	17	5	2138.206253006253
RYk17_aIL10_18	RYk17	aIL10	18	6	639.0456081081081
RHm17_aIL10_18	RHm17	aIL10	18	6	575.8699324324324
34897_aIL10_18	34897	aIL10	18	6	2408.978040540541
RFn17_aIL10_18	RFn17	aIL10	18	6	257.96452702702703
RVm17_aIL10_18	RVm17	aIL10	18	6	313.70777027027026
RVc17_aIL10_18	RVc17	aIL10	18	6	1787.268302068302
34920_aIL10_18	34920	aIL10	18	6	2708.8652236652233
34930_aIL10_18	34930	aIL10	18	6	5225.844540644541
RGr17_aIL10_18	RGr17	aIL10	18	6	426.9989417989418
RZp17_aIL10_18	RZp17	aIL10	18	6	185.72910052910055
RFl17_aIL10+aPD1_18	RFl17	aIL10+aPD1	18	6	1051.883445945946
RYm17_aIL10+aPD1_18	RYm17	aIL10+aPD1	18	6	3697.8293918918916
RNy16_aIL10+aPD1_18	RNy16	aIL10+aPD1	18	6	2110.329391891892
RRh17_aIL10+aPD1_18	RRh17	aIL10+aPD1	18	6	740.3969594594595
RIb17_aIL10+aPD1_18	RIb17	aIL10+aPD1	18	6	2183.302364864865
34918_aIL10+aPD1_18	34918	aIL10+aPD1	18	6	6673.848388648389
RBf17_aIL10+aPD1_18	RBf17	aIL10+aPD1	18	6	594.0023088023088
RBv17_aIL10+aPD1_18	RBv17	aIL10+aPD1	18	6	684.0455988455988
RKq17_aIL10+aPD1_18	RKq17	aIL10+aPD1	18	6	1746.4794612794615
RWs17_aIL10+aPD1_18	RWs17	aIL10+aPD1	18	6	3032.0975468975466
RYk17_aIL10_20	RYk17	aIL10	20	8	1649.518581081081
RHm17_aIL10_20	RHm17	aIL10	20	8	1881.2753378378377
34897_aIL10_20	34897	aIL10	20	8	2281.613175675676
RFn17_aIL10_20	RFn17	aIL10	20	8	443.7753378378378
RVm17_aIL10_20	RVm17	aIL10	20	8	355.9375
RVc17_aIL10_20	RVc17	aIL10	20	8	266.9219817219817
34920_aIL10_20	34920	aIL10	20	8	1335.8974506974507
34930_aIL10_20	34930	aIL10	20	8	1488.6632034632034
