animal	group	A*01Status	year	WkPost-TX	WkPost-ATI	parameter	value
REu17	Control	-	2	21	9	PBMC_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	3126
REu17	Control	-	2	21	9	PBMC_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TBET	421
REu17	Control	-	2	21	9	PBMC_CD3p_CD4p_TCM_IRF4pTCF1nTOXn	1.28
REu17	Control	-	2	21	9	PBMC_CD3p_CD4p_TEM_TOXpIRF4p_MFI_CX3CR1	112
REu17	Control	-	2	21	9	PBMC_CD3p_CD8p_TCM_notToxpIRF4p_MFI_TBET	209
REu17	Control	-	2	21	9	PBMC_CD3p_CD8p_TCM_TOXpIRF4p_MFI_TBET	183
REu17	Control	-	2	21	9	PBMC_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	86.1
REu17	Control	-	2	21	9	PBMC_CD3p_CD8p_TCF1pCD101p_MFI_BCL2	3863
REu17	Control	-	2	21	9	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBpTBETp_MFI_BCL2	5136
REu17	Control	-	2	21	9	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBnTBETn	56.2
REu17	Control	-	2	21	9	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBnTBETn_MFI_BCL2	3547
REu17	Control	-	2	21	9	PBMC_CD3p_CD8p_TCF1nCD101n_MFI_KI67	102
REu17	Control	-	2	36	24	LN_CD3p_CD4p_TCF1p_GRZBp_MFI_GRZB	760
REu17	Control	-	2	36	24	LN_CD3p_CD8p_TCF1nCD101p_MFI_IRF4	326
REu17	Control	-	2	36	24	LN_CD3p_CD8p_TCF1nCD101p_MFI_ID2	528
REu17	Control	-	2	36	24	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_IRF4	360
REu17	Control	-	2	36	24	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_ID2	605
REu17	Control	-	2	36	24	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_CD101	2723
REu17	Control	-	2	36	24	LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_BCL2	1027
REu17	Control	-	2	36	24	LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_KI67	158
REu17	Control	-	2	36	24	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	253
REu17	Control	-	2	36	24	LN_CD3p_CD8p_TCF1pCD101n	71.3
REu17	Control	-	2	36	24	LN_CD3p_CD8p_TCF1nCD101n	16.6
REu17	Control	-	2	36	24	LN_CD3p_CD8p_TCFn	20.6
REu17	Control	-	2	36	24	LN_CD3p_CD8p_TCFn_TBEThi_CX3CR1pGRZBp_MFI_ID2	265
REu17	Control	-	2	36	24	LN_CD3p_CD4p_Naive_notToxpIRF4p_MFI_CD101	107
REu17	Control	-	2	36	24	LN_CD3p_CD4p_notToxpIRF4p_MFI_BCL2	1815
REu17	Control	-	2	36	24	LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	1946
REu17	Control	-	2	36	24	LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_CD101	250
REu17	Control	-	2	36	24	LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TCF1	7142
REu17	Control	-	2	36	24	LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_CD101	1453
REu17	Control	-	2	36	24	LN_CD3p_CD4p_TCM_IRF4nTCF1nTOXp	5.42
REu17	Control	-	2	36	24	LN_CD3p_CD4p_TEM_notToxpIRF4p_MFI_CD101	175
REu17	Control	-	2	36	24	LN_CD3p_CD4p_TEM_TCF1p	41.6
REu17	Control	-	2	36	24	LN_CD3p_CD4p_TEM_TCF1n	58.4
REu17	Control	-	2	36	24	LN_CD3p_CD4p_TEM_IRF4pTCF1pTOXn	8.24
REu17	Control	-	2	36	24	LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXp	14.2
REu17	Control	-	2	36	24	LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXn	30.3
REu17	Control	-	2	36	24	LN_CD3p_CD4p_TOXpIRF4p_MFI_CD101	972
REu17	Control	-	2	36	24	LN_CD3p_CD8p_Naive	48.2
REu17	Control	-	2	36	24	LN_CD3p_CD8p_Naive_notToxpIRF4p_MFI_CD101	97.7
REu17	Control	-	2	36	24	LN_CD3p_CD8p_Naive_TCF1p	91.7
REu17	Control	-	2	36	24	LN_CD3p_CD8p_Naive_TCF1n	8.27
REu17	Control	-	2	36	24	LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXp	2.47
REu17	Control	-	2	36	24	LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXn	5.04
REu17	Control	-	2	36	24	LN_CD3p_CD8p_notToxpIRF4p_MFI_TCF1	9729
REu17	Control	-	2	36	24	LN_CD3p_CD8p_TCF1p	82.5
REu17	Control	-	2	36	24	LN_CD3p_CD8p_TEM_IRF4nTCF1nTOXp	12.5
REu17	Control	-	2	36	24	LN_CD3p_CD8p_TOXpIRF4p_MFI_KI67	147
REu17	Control	-	2	36	24	LN_CD3p_CD8p_TCF1n	17.5
REu17	Control	-	2	36	24	LN_CD3p_CD8p_IRF4nTCF1pTOXn	45.6
REu17	Control	-	2	36	24	LN_CD3p_CD8p_IRF4nTCF1nTOXp	5.02
REu17	Control	-	2	36	24	LN_CD3p_CD8p_IRF4nTCF1nTOXn	9.13
REu17	Control	-	2	36	24	PBMC_CD3p_CD4p_TCM_notToxpIRF4p_MFI_TBET	435
REu17	Control	-	2	36	24	PBMC_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	2529
REu17	Control	-	2	36	24	PBMC_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TBET	489
REu17	Control	-	2	36	24	PBMC_CD3p_CD4p_TCM_IRF4pTCF1nTOXn	0.93
REu17	Control	-	2	36	24	PBMC_CD3p_CD4p_TEM_TOXpIRF4p_MFI_CX3CR1	177
REu17	Control	-	2	36	24	PBMC_CD3p_CD8p_TCM_notToxpIRF4p_MFI_TBET	215
REu17	Control	-	2	36	24	PBMC_CD3p_CD8p_TCM_TOXpIRF4p_MFI_TBET	214
REu17	Control	-	2	36	24	PBMC_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_BCL2	5393
REu17	Control	-	2	36	24	PBMC_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	336
REu17	Control	-	2	36	24	PBMC_CD3p_CD8p_TCF1pCD101p_MFI_BCL2	3339
REu17	Control	-	2	36	24	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBpTBETp_MFI_BCL2	3583
REu17	Control	-	2	36	24	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBnTBETn	60.7
REu17	Control	-	2	36	24	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBnTBETn_MFI_BCL2	3539
REu17	Control	-	2	36	24	PBMC_CD3p_CD8p_TCF1nCD101n_MFI_KI67	130
REu17	Control	-	2	7	-5	LN_CD3p_CD4p_TCF1p_GRZBp_MFI_GRZB	853
REu17	Control	-	2	7	-5	LN_CD3p_CD8p_TCF1nCD101p_MFI_IRF4	88.7
REu17	Control	-	2	7	-5	LN_CD3p_CD8p_TCF1nCD101p_MFI_ID2	359
REu17	Control	-	2	7	-5	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_IRF4	99
REu17	Control	-	2	7	-5	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_ID2	431
REu17	Control	-	2	7	-5	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_CD101	1725
REu17	Control	-	2	7	-5	LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_BCL2	900
REu17	Control	-	2	7	-5	LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_KI67	129
REu17	Control	-	2	7	-5	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	-27
REu17	Control	-	2	7	-5	LN_CD3p_CD8p_TCF1pCD101n	82.6
REu17	Control	-	2	7	-5	LN_CD3p_CD8p_TCF1nCD101n	7.67
REu17	Control	-	2	7	-5	LN_CD3p_CD8p_TCFn	9.49
REu17	Control	-	2	7	-5	LN_CD3p_CD8p_TCFn_TBEThi_CX3CR1pGRZBp_MFI_ID2	149
REu17	Control	-	2	7	-5	LN_CD3p_CD4p_Naive_notToxpIRF4p_MFI_CD101	92.5
REu17	Control	-	2	7	-5	LN_CD3p_CD4p_notToxpIRF4p_MFI_BCL2	2113
REu17	Control	-	2	7	-5	LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	2176
REu17	Control	-	2	7	-5	LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_CD101	282
REu17	Control	-	2	7	-5	LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TCF1	8392
REu17	Control	-	2	7	-5	LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_CD101	2168
REu17	Control	-	2	7	-5	LN_CD3p_CD4p_TCM_IRF4nTCF1nTOXp	1.91
REu17	Control	-	2	7	-5	LN_CD3p_CD4p_TEM_notToxpIRF4p_MFI_CD101	138
REu17	Control	-	2	7	-5	LN_CD3p_CD4p_TEM_TCF1p	63.9
REu17	Control	-	2	7	-5	LN_CD3p_CD4p_TEM_TCF1n	36.1
REu17	Control	-	2	7	-5	LN_CD3p_CD4p_TEM_IRF4pTCF1pTOXn	5.86
REu17	Control	-	2	7	-5	LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXp	7.82
REu17	Control	-	2	7	-5	LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXn	23.4
REu17	Control	-	2	7	-5	LN_CD3p_CD4p_TOXpIRF4p_MFI_CD101	1570
REu17	Control	-	2	7	-5	LN_CD3p_CD8p_Naive	38.6
REu17	Control	-	2	7	-5	LN_CD3p_CD8p_Naive_notToxpIRF4p_MFI_CD101	82.2
REu17	Control	-	2	7	-5	LN_CD3p_CD8p_Naive_TCF1p	98.8
REu17	Control	-	2	7	-5	LN_CD3p_CD8p_Naive_TCF1n	1.17
REu17	Control	-	2	7	-5	LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXp	0.19
REu17	Control	-	2	7	-5	LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXn	0.96
REu17	Control	-	2	7	-5	LN_CD3p_CD8p_notToxpIRF4p_MFI_TCF1	10318
REu17	Control	-	2	7	-5	LN_CD3p_CD8p_TCF1p	92.9
REu17	Control	-	2	7	-5	LN_CD3p_CD8p_TEM_IRF4nTCF1nTOXp	10.3
REu17	Control	-	2	7	-5	LN_CD3p_CD8p_TOXpIRF4p_MFI_KI67	153
REu17	Control	-	2	7	-5	LN_CD3p_CD8p_TCF1n	7.09
REu17	Control	-	2	7	-5	LN_CD3p_CD8p_IRF4nTCF1pTOXn	77.7
REu17	Control	-	2	7	-5	LN_CD3p_CD8p_IRF4nTCF1nTOXp	1.86
REu17	Control	-	2	7	-5	LN_CD3p_CD8p_IRF4nTCF1nTOXn	4.86
REu17	Control	-	2	7	-5	PBMC_CD3p_CD4p_TCM_notToxpIRF4p_MFI_TBET	245
REu17	Control	-	2	7	-5	PBMC_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	2461
REu17	Control	-	2	7	-5	PBMC_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TBET	331
REu17	Control	-	2	7	-5	PBMC_CD3p_CD4p_TCM_IRF4pTCF1nTOXn	0.63
REu17	Control	-	2	7	-5	PBMC_CD3p_CD4p_TEM_TOXpIRF4p_MFI_CX3CR1	115
REu17	Control	-	2	7	-5	PBMC_CD3p_CD8p_TCM_notToxpIRF4p_MFI_TBET	94.9
REu17	Control	-	2	7	-5	PBMC_CD3p_CD8p_TCM_TOXpIRF4p_MFI_TBET	42.9
REu17	Control	-	2	7	-5	PBMC_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_BCL2	2123
REu17	Control	-	2	7	-5	PBMC_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	135
REu17	Control	-	2	7	-5	PBMC_CD3p_CD8p_TCF1pCD101p_MFI_BCL2	2368
REu17	Control	-	2	7	-5	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBpTBETp_MFI_BCL2	2485
REu17	Control	-	2	7	-5	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBnTBETn	73.1
REu17	Control	-	2	7	-5	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBnTBETn_MFI_BCL2	2410
REu17	Control	-	2	7	-5	PBMC_CD3p_CD8p_TCF1nCD101n_MFI_KI67	80.9
RMl17	Control	-	1	-1	-13	LN_CD3p_CD4p_TCF1p_GRZBp_MFI_GRZB	740
RMl17	Control	-	1	-1	-13	LN_CD3p_CD8p_TCF1nCD101p_MFI_IRF4	254
RMl17	Control	-	1	-1	-13	LN_CD3p_CD8p_TCF1nCD101p_MFI_ID2	524
RMl17	Control	-	1	-1	-13	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_IRF4	305
RMl17	Control	-	1	-1	-13	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_ID2	633
RMl17	Control	-	1	-1	-13	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_CD101	2922
RMl17	Control	-	1	-1	-13	LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_BCL2	1255
RMl17	Control	-	1	-1	-13	LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_KI67	183
RMl17	Control	-	1	-1	-13	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	89.9
RMl17	Control	-	1	-1	-13	LN_CD3p_CD8p_TCF1pCD101n	66.2
RMl17	Control	-	1	-1	-13	LN_CD3p_CD8p_TCF1nCD101n	12
RMl17	Control	-	1	-1	-13	LN_CD3p_CD8p_TCFn	16.7
RMl17	Control	-	1	-1	-13	LN_CD3p_CD8p_TCFn_TBEThi_CX3CR1pGRZBp_MFI_ID2	310
RMl17	Control	-	1	-1	-13	LN_CD3p_CD4p_Naive_notToxpIRF4p_MFI_CD101	186
RMl17	Control	-	1	-1	-13	LN_CD3p_CD4p_notToxpIRF4p_MFI_BCL2	1372
RMl17	Control	-	1	-1	-13	LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	1482
RMl17	Control	-	1	-1	-13	LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_CD101	708
RMl17	Control	-	1	-1	-13	LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TCF1	9054
RMl17	Control	-	1	-1	-13	LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_CD101	1928
RMl17	Control	-	1	-1	-13	LN_CD3p_CD4p_TCM_IRF4nTCF1nTOXp	3.15
RMl17	Control	-	1	-1	-13	LN_CD3p_CD4p_TEM_notToxpIRF4p_MFI_CD101	359
RMl17	Control	-	1	-1	-13	LN_CD3p_CD4p_TEM_TCF1p	61.4
RMl17	Control	-	1	-1	-13	LN_CD3p_CD4p_TEM_TCF1n	38.6
RMl17	Control	-	1	-1	-13	LN_CD3p_CD4p_TEM_IRF4pTCF1pTOXn	10.7
RMl17	Control	-	1	-1	-13	LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXp	9.73
RMl17	Control	-	1	-1	-13	LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXn	17.1
RMl17	Control	-	1	-1	-13	LN_CD3p_CD4p_TOXpIRF4p_MFI_CD101	1642
RMl17	Control	-	1	-1	-13	LN_CD3p_CD8p_Naive	19.2
RMl17	Control	-	1	-1	-13	LN_CD3p_CD8p_Naive_notToxpIRF4p_MFI_CD101	185
RMl17	Control	-	1	-1	-13	LN_CD3p_CD8p_Naive_TCF1p	95.4
RMl17	Control	-	1	-1	-13	LN_CD3p_CD8p_Naive_TCF1n	4.62
RMl17	Control	-	1	-1	-13	LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXp	1.11
RMl17	Control	-	1	-1	-13	LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXn	3.18
RMl17	Control	-	1	-1	-13	LN_CD3p_CD8p_notToxpIRF4p_MFI_TCF1	9599
RMl17	Control	-	1	-1	-13	LN_CD3p_CD8p_TCF1p	87.9
RMl17	Control	-	1	-1	-13	LN_CD3p_CD8p_TEM_IRF4nTCF1nTOXp	7.33
RMl17	Control	-	1	-1	-13	LN_CD3p_CD8p_TOXpIRF4p_MFI_KI67	114
RMl17	Control	-	1	-1	-13	LN_CD3p_CD8p_TCF1n	12.1
RMl17	Control	-	1	-1	-13	LN_CD3p_CD8p_IRF4nTCF1pTOXn	34.5
RMl17	Control	-	1	-1	-13	LN_CD3p_CD8p_IRF4nTCF1nTOXp	4.01
RMl17	Control	-	1	-1	-13	LN_CD3p_CD8p_IRF4nTCF1nTOXn	5.69
RMl17	Control	-	1	-1	-13	PBMC_CD3p_CD4p_TCM_notToxpIRF4p_MFI_TBET	312
RMl17	Control	-	1	-1	-13	PBMC_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	2044
RMl17	Control	-	1	-1	-13	PBMC_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TBET	414
RMl17	Control	-	1	-1	-13	PBMC_CD3p_CD4p_TCM_IRF4pTCF1nTOXn	3.48
RMl17	Control	-	1	-1	-13	PBMC_CD3p_CD4p_TEM_TOXpIRF4p_MFI_CX3CR1	90.3
RMl17	Control	-	1	-1	-13	PBMC_CD3p_CD8p_TCM_notToxpIRF4p_MFI_TBET	182
RMl17	Control	-	1	-1	-13	PBMC_CD3p_CD8p_TCM_TOXpIRF4p_MFI_TBET	244
RMl17	Control	-	1	-1	-13	PBMC_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_BCL2	8716
RMl17	Control	-	1	-1	-13	PBMC_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	281
RMl17	Control	-	1	-1	-13	PBMC_CD3p_CD8p_TCF1pCD101p_MFI_BCL2	2771
RMl17	Control	-	1	-1	-13	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBpTBETp_MFI_BCL2	2998
RMl17	Control	-	1	-1	-13	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBnTBETn	66.6
RMl17	Control	-	1	-1	-13	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBnTBETn_MFI_BCL2	2755
RMl17	Control	-	1	-1	-13	PBMC_CD3p_CD8p_TCF1nCD101n_MFI_KI67	87.4
RMl17	Control	-	1	12	0	LN_CD3p_CD4p_TCF1p_GRZBp_MFI_GRZB	869
RMl17	Control	-	1	12	0	LN_CD3p_CD8p_TCF1nCD101p_MFI_IRF4	105
RMl17	Control	-	1	12	0	LN_CD3p_CD8p_TCF1nCD101p_MFI_ID2	229
RMl17	Control	-	1	12	0	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_IRF4	125
RMl17	Control	-	1	12	0	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_ID2	302
RMl17	Control	-	1	12	0	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_CD101	2132
RMl17	Control	-	1	12	0	LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_BCL2	521
RMl17	Control	-	1	12	0	LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_KI67	202
RMl17	Control	-	1	12	0	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	120
RMl17	Control	-	1	12	0	LN_CD3p_CD8p_TCF1pCD101n	71.5
RMl17	Control	-	1	12	0	LN_CD3p_CD8p_TCF1nCD101n	13.6
RMl17	Control	-	1	12	0	LN_CD3p_CD8p_TCFn	17.1
RMl17	Control	-	1	12	0	LN_CD3p_CD8p_TCFn_TBEThi_CX3CR1pGRZBp_MFI_ID2	175
RMl17	Control	-	1	12	0	LN_CD3p_CD4p_Naive_notToxpIRF4p_MFI_CD101	111
RMl17	Control	-	1	12	0	LN_CD3p_CD4p_notToxpIRF4p_MFI_BCL2	1723
RMl17	Control	-	1	12	0	LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	2067
RMl17	Control	-	1	12	0	LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_CD101	325
RMl17	Control	-	1	12	0	LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TCF1	9685
RMl17	Control	-	1	12	0	LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_CD101	1633
RMl17	Control	-	1	12	0	LN_CD3p_CD4p_TCM_IRF4nTCF1nTOXp	3.87
RMl17	Control	-	1	12	0	LN_CD3p_CD4p_TEM_notToxpIRF4p_MFI_CD101	134
RMl17	Control	-	1	12	0	LN_CD3p_CD4p_TEM_TCF1p	54.2
RMl17	Control	-	1	12	0	LN_CD3p_CD4p_TEM_TCF1n	45.8
RMl17	Control	-	1	12	0	LN_CD3p_CD4p_TEM_IRF4pTCF1pTOXn	4.92
RMl17	Control	-	1	12	0	LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXp	11.5
RMl17	Control	-	1	12	0	LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXn	25.8
RMl17	Control	-	1	12	0	LN_CD3p_CD4p_TOXpIRF4p_MFI_CD101	1161
RMl17	Control	-	1	12	0	LN_CD3p_CD8p_Naive	33
RMl17	Control	-	1	12	0	LN_CD3p_CD8p_Naive_notToxpIRF4p_MFI_CD101	100
RMl17	Control	-	1	12	0	LN_CD3p_CD8p_Naive_TCF1p	96
RMl17	Control	-	1	12	0	LN_CD3p_CD8p_Naive_TCF1n	4.04
RMl17	Control	-	1	12	0	LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXp	0.77
RMl17	Control	-	1	12	0	LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXn	3.19
RMl17	Control	-	1	12	0	LN_CD3p_CD8p_notToxpIRF4p_MFI_TCF1	10821
RMl17	Control	-	1	12	0	LN_CD3p_CD8p_TCF1p	86.2
RMl17	Control	-	1	12	0	LN_CD3p_CD8p_TEM_IRF4nTCF1nTOXp	8.83
RMl17	Control	-	1	12	0	LN_CD3p_CD8p_TOXpIRF4p_MFI_KI67	107
RMl17	Control	-	1	12	0	LN_CD3p_CD8p_TCF1n	13.8
RMl17	Control	-	1	12	0	LN_CD3p_CD8p_IRF4nTCF1pTOXn	60
RMl17	Control	-	1	12	0	LN_CD3p_CD8p_IRF4nTCF1nTOXp	3.27
RMl17	Control	-	1	12	0	LN_CD3p_CD8p_IRF4nTCF1nTOXn	9.4
RMl17	Control	-	1	12	0	PBMC_CD3p_CD4p_TCM_notToxpIRF4p_MFI_TBET	330
RMl17	Control	-	1	12	0	PBMC_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	2676
RMl17	Control	-	1	12	0	PBMC_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TBET	441
RMl17	Control	-	1	12	0	PBMC_CD3p_CD4p_TCM_IRF4pTCF1nTOXn	1.13
RMl17	Control	-	1	12	0	PBMC_CD3p_CD4p_TEM_TOXpIRF4p_MFI_CX3CR1	37.5
RMl17	Control	-	1	12	0	PBMC_CD3p_CD8p_TCM_notToxpIRF4p_MFI_TBET	211
RMl17	Control	-	1	12	0	PBMC_CD3p_CD8p_TCM_TOXpIRF4p_MFI_TBET	254
RMl17	Control	-	1	12	0	PBMC_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_BCL2	2793
RMl17	Control	-	1	12	0	PBMC_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	139
RMl17	Control	-	1	12	0	PBMC_CD3p_CD8p_TCF1pCD101p_MFI_BCL2	3170
RMl17	Control	-	1	12	0	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBpTBETp_MFI_BCL2	3525
RMl17	Control	-	1	12	0	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBnTBETn	74.5
RMl17	Control	-	1	12	0	PBMC_CD3p_CD8p_TCF1pCD101p_GRZBnTBETn_MFI_BCL2	3221
RMl17	Control	-	1	12	0	PBMC_CD3p_CD8p_TCF1nCD101n_MFI_KI67	117
RMl17	Control	-	1	21	9	LN_CD3p_CD4p_TCF1p_GRZBp_MFI_GRZB	945
RMl17	Control	-	1	21	9	LN_CD3p_CD8p_TCF1nCD101p_MFI_IRF4	59.1
RMl17	Control	-	1	21	9	LN_CD3p_CD8p_TCF1nCD101p_MFI_ID2	185
RMl17	Control	-	1	21	9	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_IRF4	65.5
RMl17	Control	-	1	21	9	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_ID2	220
RMl17	Control	-	1	21	9	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETp_MFI_CD101	1670
RMl17	Control	-	1	21	9	LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_BCL2	506
RMl17	Control	-	1	21	9	LN_CD3p_CD8p_TCF1nCD101p_GRZBpTBETp_MFI_KI67	271
RMl17	Control	-	1	21	9	LN_CD3p_CD8p_TCF1nCD101p_GRZBnTBETn_MFI_KI67	136
RMl17	Control	-	1	21	9	LN_CD3p_CD8p_TCF1pCD101n	60.4
RMl17	Control	-	1	21	9	LN_CD3p_CD8p_TCF1nCD101n	21.5
RMl17	Control	-	1	21	9	LN_CD3p_CD8p_TCFn	27
RMl17	Control	-	1	21	9	LN_CD3p_CD8p_TCFn_TBEThi_CX3CR1pGRZBp_MFI_ID2	144
RMl17	Control	-	1	21	9	LN_CD3p_CD4p_Naive_notToxpIRF4p_MFI_CD101	147
RMl17	Control	-	1	21	9	LN_CD3p_CD4p_notToxpIRF4p_MFI_BCL2	1519
RMl17	Control	-	1	21	9	LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_BCL2	1838
RMl17	Control	-	1	21	9	LN_CD3p_CD4p_TCM_notToxpIRF4p_MFI_CD101	391
RMl17	Control	-	1	21	9	LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_TCF1	10087
RMl17	Control	-	1	21	9	LN_CD3p_CD4p_TCM_TOXpIRF4p_MFI_CD101	1994
RMl17	Control	-	1	21	9	LN_CD3p_CD4p_TCM_IRF4nTCF1nTOXp	3.23
RMl17	Control	-	1	21	9	LN_CD3p_CD4p_TEM_notToxpIRF4p_MFI_CD101	207
RMl17	Control	-	1	21	9	LN_CD3p_CD4p_TEM_TCF1p	57.3
RMl17	Control	-	1	21	9	LN_CD3p_CD4p_TEM_TCF1n	42.7
RMl17	Control	-	1	21	9	LN_CD3p_CD4p_TEM_IRF4pTCF1pTOXn	6.39
RMl17	Control	-	1	21	9	LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXp	10.8
RMl17	Control	-	1	21	9	LN_CD3p_CD4p_TEM_IRF4nTCF1nTOXn	25.7
RMl17	Control	-	1	21	9	LN_CD3p_CD4p_TOXpIRF4p_MFI_CD101	1588
RMl17	Control	-	1	21	9	LN_CD3p_CD8p_Naive	22.8
RMl17	Control	-	1	21	9	LN_CD3p_CD8p_Naive_notToxpIRF4p_MFI_CD101	148
RMl17	Control	-	1	21	9	LN_CD3p_CD8p_Naive_TCF1p	91.3
RMl17	Control	-	1	21	9	LN_CD3p_CD8p_Naive_TCF1n	8.72
RMl17	Control	-	1	21	9	LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXp	1.86
RMl17	Control	-	1	21	9	LN_CD3p_CD8p_Naive_IRF4nTCF1nTOXn	6.81
RMl17	Control	-	1	21	9	LN_CD3p_CD8p_notToxpIRF4p_MFI_TCF1	10087
