animal	group	A*01Status	year	WkPost-TX	WkPost-ATI	parameter	value
RMl17	Control	-	1	-1	-13	LN_CD3p_CD8p_TCM_CX3CR1p_GAG_UNS	1.0745098039215686
RMl17	Control	-	1	-1	-13	LN_CD3p_CD8p_TEM_CX3CR1p_GAG_UNS	0.9966611018363941
RMl17	Control	-	1	-1	-13	LN_CD3p_CD4p_KI67p	2.76
RMl17	Control	-	1	-1	-13	LN_CD3p_CD4p_TEM	0.074
RMl17	Control	-	1	-1	-13	LN_CD3p_CD8p_CD25p	6.66
RMl17	Control	-	1	-1	-13	LN_CD3p_CD8p_KI67p	3.07
RMl17	Control	-	1	-1	-13	LN_CD3p_CD4_CD95pCD28nTEM	2.03
RMl17	Control	-	1	-1	-13	PBMC_CD3p_CD4p_Naive_TNFAp_GAG	0.12
RMl17	Control	-	1	-1	-13	PBMC_CD3p_CD4p_TCM_MFI_BCL2_GAG	2087
RMl17	Control	-	1	-1	-13	PBMC_CD3p_CD4p_TCM_CD39p_GAG	5.24
RMl17	Control	-	1	-1	-13	PBMC_CD3p_CD4p_TEM_ID2p_GAG	36.5
RMl17	Control	-	1	-1	-13	PBMC_CD3p_CD4p_CD39p_UNS	2.86
RMl17	Control	-	1	-1	-13	PBMC_CD3p_CD4p_Naive_KI67p_UNS	2.07
RMl17	Control	-	1	-1	-13	PBMC_CD3p_CD4p_TCM_MFI_BCL2_UNS	2068
RMl17	Control	-	1	-1	-13	PBMC_CD3p_CD8p_TCM_CD69p_UNS	7.65
RMl17	Control	-	1	-1	-13	PBMC_CD3p_CD4p_CD39p_GAG_UNS	1.1888111888111887
RMl17	Control	-	1	-1	-13	PBMC_CD3p_CD4p_CD69p_GAG_UNS	1.2457627118644068
RMl17	Control	-	1	-1	-13	PBMC_CD3p_CD4p_KI67p_GAG_UNS	0.9941291585127201
RMl17	Control	-	1	-1	-13	PBMC_CD3p_CD4p_TCM_CD69p_GAG_UNS	1.1805555555555554
RMl17	Control	-	1	-1	-13	PBMC_CD3p_CD8p_IFNGp_GAG_UNS	0.8443396226415094
RMl17	Control	-	1	-1	-13	PBMC_CD3p_CD8p_Naive_TNFAp_GAG_UNS	6.444444444444445
RMl17	Control	-	1	-1	-13	PBMC_CD3p_CD8p_TBETp_GAG_UNS	0.7906976744186046
RMl17	Control	-	1	-1	-13	PBMC_CD3p_CD8p_TNFAp_GAG_UNS	2.611111111111111
RMl17	Control	-	1	-1	-13	PBMC_CD3p_CD8p_KI67p	0.87
RMl17	Control	-	1	-1	-13	MSD_Cluster_1	-0.133318562949226
RMl17	Control	-	1	-1	-13	MSD_Cluster_2	-0.103655274801406
RMl17	Control	-	1	-1	-13	MSD_Cluster_3	-0.149471431100739
RTd17	Control	+	1	-1	-13	IL10	0.286313773096326
RTd17	Control	+	1	-1	-13	IL4	0.157566414985434
RTd17	Control	+	1	-1	-13	MIP3b	88.4702443603402
RTd17	Control	+	1	-1	-13	LN_CD3p_CD4p_TCM_IFNGp_GAG	0.47
RTd17	Control	+	1	-1	-13	LN_CD3p_CD4p_TEM_MFI_TCF1_GAG	3176
RTd17	Control	+	1	-1	-13	LN_CD3p_CD4p_TNFAp_GAG	0.069
RTd17	Control	+	1	-1	-13	LN_CD3p_CD8p_TCM_GRZBp_GAG	8.79
RTd17	Control	+	1	-1	-13	LN_CD3p_CD8p_TCM_IFNGp_GAG	0.81
RTd17	Control	+	1	-1	-13	LN_CD3p_CD8p_TEM_CD39p_GAG	7.44
RTd17	Control	+	1	-1	-13	LN_CD3p_CD8p_TEM_CX3CR1p_GAG	58.5
RTd17	Control	+	1	-1	-13	LN_CD3p_CD4p_MFI_BCL2_UNS	2052
RTd17	Control	+	1	-1	-13	LN_CD3p_CD4p_TCM_MFI_BCL2_UNS	2189
RTd17	Control	+	1	-1	-13	LN_CD3p_CD8p_MFI_TCF1_UNS	10271
RTd17	Control	+	1	-1	-13	LN_CD3p_CD8p_KI67p_UNS	9.88
RTd17	Control	+	1	-1	-13	LN_CD3p_CD8p_TCM_GRZBp_UNS	8.63
RTd17	Control	+	1	-1	-13	LN_CD3p_CD8p_TCM_KI67p_UNS	8.66
RTd17	Control	+	1	-1	-13	LN_CD3p_CD8p_TCM_SLAMF6p_UNS	3.11
RTd17	Control	+	1	-1	-13	LN_CD3p_CD4p_IFNGp_GAG_UNS	1.0833333333333335
RTd17	Control	+	1	-1	-13	LN_CD3p_CD4p_IL2p_GAG_UNS	0.6575342465753424
RTd17	Control	+	1	-1	-13	LN_CD3p_CD4p_TCM_IFNGp_GAG_UNS	1.205128205128205
RTd17	Control	+	1	-1	-13	LN_CD3p_CD4p_TNFAp_GAG_UNS	0.6900000000000001
RTd17	Control	+	1	-1	-13	LN_CD3p_CD8p_CX3CR1p_GAG_UNS	1.048
RTd17	Control	+	1	-1	-13	LN_CD3p_CD8p_IFNGp_GAG_UNS	1.2388059701492535
RTd17	Control	+	1	-1	-13	LN_CD3p_CD8p_TCM_CX3CR1p_GAG_UNS	1.0529661016949152
RTd17	Control	+	1	-1	-13	LN_CD3p_CD8p_TEM_CX3CR1p_GAG_UNS	0.9815436241610738
RTd17	Control	+	1	-1	-13	LN_CD3p_CD4p_KI67p	3.46
RTd17	Control	+	1	-1	-13	LN_CD3p_CD4p_TEM	0.15
RTd17	Control	+	1	-1	-13	LN_CD3p_CD8p_CD25p	3.42
RTd17	Control	+	1	-1	-13	LN_CD3p_CD8p_KI67p	3.69
RTd17	Control	+	1	-1	-13	LN_CD3p_CD4_CD95pCD28nTEM	1.9
RTd17	Control	+	1	-1	-13	PBMC_CD3p_CD4p_Naive_TNFAp_GAG	0.039
RTd17	Control	+	1	-1	-13	PBMC_CD3p_CD4p_TCM_MFI_BCL2_GAG	2414
RTd17	Control	+	1	-1	-13	PBMC_CD3p_CD4p_TCM_CD39p_GAG	3.85
RTd17	Control	+	1	-1	-13	PBMC_CD3p_CD4p_TEM_ID2p_GAG	28.3
RTd17	Control	+	1	-1	-13	PBMC_CD3p_CD4p_CD39p_UNS	2.78
RTd17	Control	+	1	-1	-13	PBMC_CD3p_CD4p_Naive_KI67p_UNS	2.57
RTd17	Control	+	1	-1	-13	PBMC_CD3p_CD4p_TCM_MFI_BCL2_UNS	2461
RTd17	Control	+	1	-1	-13	PBMC_CD3p_CD8p_TCM_CD69p_UNS	3.34
RTd17	Control	+	1	-1	-13	PBMC_CD3p_CD4p_CD39p_GAG_UNS	1.1870503597122302
RTd17	Control	+	1	-1	-13	PBMC_CD3p_CD4p_CD69p_GAG_UNS	1.13013698630137
RTd17	Control	+	1	-1	-13	PBMC_CD3p_CD4p_KI67p_GAG_UNS	0.7349624060150376
RTd17	Control	+	1	-1	-13	PBMC_CD3p_CD4p_TCM_CD69p_GAG_UNS	0.9319148936170212
RTd17	Control	+	1	-1	-13	PBMC_CD3p_CD8p_IFNGp_GAG_UNS	1.2142857142857142
RTd17	Control	+	1	-1	-13	PBMC_CD3p_CD8p_Naive_TNFAp_GAG_UNS	4.8076923076923075
RTd17	Control	+	1	-1	-13	PBMC_CD3p_CD8p_TBETp_GAG_UNS	1.0704960835509139
RTd17	Control	+	1	-1	-13	PBMC_CD3p_CD8p_TNFAp_GAG_UNS	0.9705882352941176
RTd17	Control	+	1	-1	-13	PBMC_CD3p_CD8p_KI67p	1.51
RTd17	Control	+	1	-1	-13	MSD_Cluster_1	-0.106821624085654
RTd17	Control	+	1	-1	-13	MSD_Cluster_2	-0.155033912123549
RTd17	Control	+	1	-1	-13	MSD_Cluster_3	-0.43138694886203
RVz16	Control	+	1	-1	-13	IL10	0.33340059817432
RVz16	Control	+	1	-1	-13	IL4	0.144916434039444
RVz16	Control	+	1	-1	-13	MIP3b	55.1329197229366
RVz16	Control	+	1	-1	-13	LN_CD3p_CD4p_TCM_IFNGp_GAG	1.38
RVz16	Control	+	1	-1	-13	LN_CD3p_CD4p_TEM_MFI_TCF1_GAG	2240
RVz16	Control	+	1	-1	-13	LN_CD3p_CD4p_TNFAp_GAG	0.2
RVz16	Control	+	1	-1	-13	LN_CD3p_CD8p_TCM_GRZBp_GAG	3.81
RVz16	Control	+	1	-1	-13	LN_CD3p_CD8p_TCM_IFNGp_GAG	1.78
RVz16	Control	+	1	-1	-13	LN_CD3p_CD8p_TEM_CD39p_GAG	6.07
RVz16	Control	+	1	-1	-13	LN_CD3p_CD8p_TEM_CX3CR1p_GAG	59.4
RVz16	Control	+	1	-1	-13	LN_CD3p_CD4p_MFI_BCL2_UNS	2177
RVz16	Control	+	1	-1	-13	LN_CD3p_CD4p_TCM_MFI_BCL2_UNS	2168
RVz16	Control	+	1	-1	-13	LN_CD3p_CD8p_MFI_TCF1_UNS	10970
RVz16	Control	+	1	-1	-13	LN_CD3p_CD8p_KI67p_UNS	6.24
RVz16	Control	+	1	-1	-13	LN_CD3p_CD8p_TCM_GRZBp_UNS	4.44
RVz16	Control	+	1	-1	-13	LN_CD3p_CD8p_TCM_KI67p_UNS	9.11
RVz16	Control	+	1	-1	-13	LN_CD3p_CD8p_TCM_SLAMF6p_UNS	1.33
RVz16	Control	+	1	-1	-13	LN_CD3p_CD4p_IFNGp_GAG_UNS	0.9848484848484849
RVz16	Control	+	1	-1	-13	LN_CD3p_CD4p_IL2p_GAG_UNS	1
RVz16	Control	+	1	-1	-13	LN_CD3p_CD4p_TCM_IFNGp_GAG_UNS	0.9452054794520548
RVz16	Control	+	1	-1	-13	LN_CD3p_CD4p_TNFAp_GAG_UNS	2.298850574712644
RVz16	Control	+	1	-1	-13	LN_CD3p_CD8p_CX3CR1p_GAG_UNS	1.30812324929972
RVz16	Control	+	1	-1	-13	LN_CD3p_CD8p_IFNGp_GAG_UNS	1.777777777777778
RVz16	Control	+	1	-1	-13	LN_CD3p_CD8p_TCM_CX3CR1p_GAG_UNS	1.1947483588621444
RVz16	Control	+	1	-1	-13	LN_CD3p_CD8p_TEM_CX3CR1p_GAG_UNS	1.1762376237623762
RVz16	Control	+	1	-1	-13	LN_CD3p_CD4p_KI67p	3.48
RVz16	Control	+	1	-1	-13	LN_CD3p_CD4p_TEM	0.07
RVz16	Control	+	1	-1	-13	LN_CD3p_CD8p_CD25p	4.76
RVz16	Control	+	1	-1	-13	LN_CD3p_CD8p_KI67p	3.59
RVz16	Control	+	1	-1	-13	LN_CD3p_CD4_CD95pCD28nTEM	0.26
RVz16	Control	+	1	-1	-13	PBMC_CD3p_CD4p_Naive_TNFAp_GAG	0.096
RVz16	Control	+	1	-1	-13	PBMC_CD3p_CD4p_TCM_MFI_BCL2_GAG	2490
RVz16	Control	+	1	-1	-13	PBMC_CD3p_CD4p_TCM_CD39p_GAG	2.26
RVz16	Control	+	1	-1	-13	PBMC_CD3p_CD4p_TEM_ID2p_GAG	30.2
RVz16	Control	+	1	-1	-13	PBMC_CD3p_CD4p_CD39p_UNS	1.55
RVz16	Control	+	1	-1	-13	PBMC_CD3p_CD4p_Naive_KI67p_UNS	2.08
RVz16	Control	+	1	-1	-13	PBMC_CD3p_CD4p_TCM_MFI_BCL2_UNS	2665
RVz16	Control	+	1	-1	-13	PBMC_CD3p_CD8p_TCM_CD69p_UNS	3.51
RVz16	Control	+	1	-1	-13	PBMC_CD3p_CD4p_CD39p_GAG_UNS	0.896774193548387
RVz16	Control	+	1	-1	-13	PBMC_CD3p_CD4p_CD69p_GAG_UNS	1.2767857142857142
RVz16	Control	+	1	-1	-13	PBMC_CD3p_CD4p_KI67p_GAG_UNS	0.896774193548387
RVz16	Control	+	1	-1	-13	PBMC_CD3p_CD4p_TCM_CD69p_GAG_UNS	1.3980582524271843
RVz16	Control	+	1	-1	-13	PBMC_CD3p_CD8p_IFNGp_GAG_UNS	0.8841463414634146
RVz16	Control	+	1	-1	-13	PBMC_CD3p_CD8p_Naive_TNFAp_GAG_UNS	0.6857142857142856
RVz16	Control	+	1	-1	-13	PBMC_CD3p_CD8p_TBETp_GAG_UNS	1.060344827586207
RVz16	Control	+	1	-1	-13	PBMC_CD3p_CD8p_TNFAp_GAG_UNS	0.7777777777777779
RVz16	Control	+	1	-1	-13	PBMC_CD3p_CD8p_KI67p	0.26
RVz16	Control	+	1	-1	-13	MSD_Cluster_1	0.125560848851653
RVz16	Control	+	1	-1	-13	MSD_Cluster_2	0.010017040328148
RVz16	Control	+	1	-1	-13	MSD_Cluster_3	-0.368995132733782
REq17	Control	-	2	-1	-13	IL10	0.288654599658574
REq17	Control	-	2	-1	-13	IL4	0.125526074903412
REq17	Control	-	2	-1	-13	MIP3b	52.683227591318
REq17	Control	-	2	-1	-13	LN_CD3p_CD4p_TCM_IFNGp_GAG	0.68
REq17	Control	-	2	-1	-13	LN_CD3p_CD4p_TEM_MFI_TCF1_GAG	2905
REq17	Control	-	2	-1	-13	LN_CD3p_CD4p_TNFAp_GAG	0.092
REq17	Control	-	2	-1	-13	LN_CD3p_CD8p_TCM_GRZBp_GAG	12.3
REq17	Control	-	2	-1	-13	LN_CD3p_CD8p_TCM_IFNGp_GAG	1.08
REq17	Control	-	2	-1	-13	LN_CD3p_CD8p_TEM_CD39p_GAG	28.4
REq17	Control	-	2	-1	-13	LN_CD3p_CD8p_TEM_CX3CR1p_GAG	62.7
REq17	Control	-	2	-1	-13	LN_CD3p_CD4p_MFI_BCL2_UNS	2328
REq17	Control	-	2	-1	-13	LN_CD3p_CD4p_TCM_MFI_BCL2_UNS	2442
REq17	Control	-	2	-1	-13	LN_CD3p_CD8p_MFI_TCF1_UNS	9449
REq17	Control	-	2	-1	-13	LN_CD3p_CD8p_KI67p_UNS	9.99
REq17	Control	-	2	-1	-13	LN_CD3p_CD8p_TCM_GRZBp_UNS	8.01
REq17	Control	-	2	-1	-13	LN_CD3p_CD8p_TCM_KI67p_UNS	9.73
REq17	Control	-	2	-1	-13	LN_CD3p_CD8p_TCM_SLAMF6p_UNS	3.4
REq17	Control	-	2	-1	-13	LN_CD3p_CD4p_IFNGp_GAG_UNS	0.9459459459459459
REq17	Control	-	2	-1	-13	LN_CD3p_CD4p_IL2p_GAG_UNS	1.2264150943396226
REq17	Control	-	2	-1	-13	LN_CD3p_CD4p_TCM_IFNGp_GAG_UNS	0.8717948717948718
REq17	Control	-	2	-1	-13	LN_CD3p_CD4p_TNFAp_GAG_UNS	1.7692307692307694
REq17	Control	-	2	-1	-13	LN_CD3p_CD8p_CX3CR1p_GAG_UNS	1.0821256038647342
REq17	Control	-	2	-1	-13	LN_CD3p_CD8p_IFNGp_GAG_UNS	1.072289156626506
REq17	Control	-	2	-1	-13	LN_CD3p_CD8p_TCM_CX3CR1p_GAG_UNS	1.0719257540603249
REq17	Control	-	2	-1	-13	LN_CD3p_CD8p_TEM_CX3CR1p_GAG_UNS	0.9330357142857143
REq17	Control	-	2	-1	-13	LN_CD3p_CD4p_KI67p	3.83
REq17	Control	-	2	-1	-13	LN_CD3p_CD4p_TEM	0.11
REq17	Control	-	2	-1	-13	LN_CD3p_CD8p_CD25p	5.21
REq17	Control	-	2	-1	-13	LN_CD3p_CD8p_KI67p	3.93
REq17	Control	-	2	-1	-13	LN_CD3p_CD4_CD95pCD28nTEM	0.71
REq17	Control	-	2	-1	-13	PBMC_CD3p_CD4p_Naive_TNFAp_GAG	0.056
REq17	Control	-	2	-1	-13	PBMC_CD3p_CD4p_TCM_MFI_BCL2_GAG	1910
REq17	Control	-	2	-1	-13	PBMC_CD3p_CD4p_TCM_CD39p_GAG	5.61
REq17	Control	-	2	-1	-13	PBMC_CD3p_CD4p_TEM_ID2p_GAG	44.7
REq17	Control	-	2	-1	-13	PBMC_CD3p_CD4p_CD39p_UNS	1.91
REq17	Control	-	2	-1	-13	PBMC_CD3p_CD4p_Naive_KI67p_UNS	2.91
REq17	Control	-	2	-1	-13	PBMC_CD3p_CD4p_TCM_MFI_BCL2_UNS	2457
REq17	Control	-	2	-1	-13	PBMC_CD3p_CD8p_TCM_CD69p_UNS	4.19
REq17	Control	-	2	-1	-13	PBMC_CD3p_CD4p_CD39p_GAG_UNS	1.8586387434554974
REq17	Control	-	2	-1	-13	PBMC_CD3p_CD4p_CD69p_GAG_UNS	0.9354838709677419
REq17	Control	-	2	-1	-13	PBMC_CD3p_CD4p_KI67p_GAG_UNS	0.7828200972447326
REq17	Control	-	2	-1	-13	PBMC_CD3p_CD4p_TCM_CD69p_GAG_UNS	1.0379310344827586
REq17	Control	-	2	-1	-13	PBMC_CD3p_CD8p_IFNGp_GAG_UNS	1.3783783783783783
REq17	Control	-	2	-1	-13	PBMC_CD3p_CD8p_Naive_TNFAp_GAG_UNS	1.6666666666666667
REq17	Control	-	2	-1	-13	PBMC_CD3p_CD8p_TBETp_GAG_UNS	1.117948717948718
REq17	Control	-	2	-1	-13	PBMC_CD3p_CD8p_TNFAp_GAG_UNS	1.5625
REq17	Control	-	2	-1	-13	PBMC_CD3p_CD8p_KI67p	2.13
REq17	Control	-	2	-1	-13	MSD_Cluster_1	-0.330357506732447
REq17	Control	-	2	-1	-13	MSD_Cluster_2	-0.268373290008272
REq17	Control	-	2	-1	-13	MSD_Cluster_3	-0.0407717154071386
REu17	Control	-	2	-1	-13	IL10	0.300361677804989
REu17	Control	-	2	-1	-13	IL4	0.191220631833126
REu17	Control	-	2	-1	-13	MIP3b	46.4050833687084
REu17	Control	-	2	-1	-13	LN_CD3p_CD4p_TCM_IFNGp_GAG	1.58
REu17	Control	-	2	-1	-13	LN_CD3p_CD4p_TEM_MFI_TCF1_GAG	4801
REu17	Control	-	2	-1	-13	LN_CD3p_CD4p_TNFAp_GAG	0.23
REu17	Control	-	2	-1	-13	LN_CD3p_CD8p_TCM_GRZBp_GAG	2.15
REu17	Control	-	2	-1	-13	LN_CD3p_CD8p_TCM_IFNGp_GAG	3.57
REu17	Control	-	2	-1	-13	LN_CD3p_CD8p_TEM_CD39p_GAG	4.56
REu17	Control	-	2	-1	-13	LN_CD3p_CD8p_TEM_CX3CR1p_GAG	52.1
REu17	Control	-	2	-1	-13	LN_CD3p_CD4p_MFI_BCL2_UNS	2319
REu17	Control	-	2	-1	-13	LN_CD3p_CD4p_TCM_MFI_BCL2_UNS	2305
REu17	Control	-	2	-1	-13	LN_CD3p_CD8p_MFI_TCF1_UNS	9218
REu17	Control	-	2	-1	-13	LN_CD3p_CD8p_KI67p_UNS	2.37
REu17	Control	-	2	-1	-13	LN_CD3p_CD8p_TCM_GRZBp_UNS	2.27
REu17	Control	-	2	-1	-13	LN_CD3p_CD8p_TCM_KI67p_UNS	3.27
REu17	Control	-	2	-1	-13	LN_CD3p_CD8p_TCM_SLAMF6p_UNS	0.95
REu17	Control	-	2	-1	-13	LN_CD3p_CD4p_IFNGp_GAG_UNS	5.1
REu17	Control	-	2	-1	-13	LN_CD3p_CD4p_IL2p_GAG_UNS	7.741935483870967
REu17	Control	-	2	-1	-13	LN_CD3p_CD4p_TCM_IFNGp_GAG_UNS	3.2244897959183674
REu17	Control	-	2	-1	-13	LN_CD3p_CD4p_TNFAp_GAG_UNS	2.090909090909091
REu17	Control	-	2	-1	-13	LN_CD3p_CD8p_CX3CR1p_GAG_UNS	0.982843137254902
REu17	Control	-	2	-1	-13	LN_CD3p_CD8p_IFNGp_GAG_UNS	9.285714285714285
REu17	Control	-	2	-1	-13	LN_CD3p_CD8p_TCM_CX3CR1p_GAG_UNS	0.9893842887473461
REu17	Control	-	2	-1	-13	LN_CD3p_CD8p_TEM_CX3CR1p_GAG_UNS	0.9336917562724015
REu17	Control	-	2	-1	-13	LN_CD3p_CD4p_KI67p	1.43
REu17	Control	-	2	-1	-13	LN_CD3p_CD4p_TEM	0.033
REu17	Control	-	2	-1	-13	LN_CD3p_CD8p_CD25p	2.11
REu17	Control	-	2	-1	-13	LN_CD3p_CD8p_KI67p	1.28
REu17	Control	-	2	-1	-13	LN_CD3p_CD4_CD95pCD28nTEM	0.95
REu17	Control	-	2	-1	-13	PBMC_CD3p_CD4p_Naive_TNFAp_GAG	0.046
REu17	Control	-	2	-1	-13	PBMC_CD3p_CD4p_TCM_MFI_BCL2_GAG	1913
REu17	Control	-	2	-1	-13	PBMC_CD3p_CD4p_TCM_CD39p_GAG	4.07
REu17	Control	-	2	-1	-13	PBMC_CD3p_CD4p_TEM_ID2p_GAG	36.5
REu17	Control	-	2	-1	-13	PBMC_CD3p_CD4p_CD39p_UNS	1.51
REu17	Control	-	2	-1	-13	PBMC_CD3p_CD4p_Naive_KI67p_UNS	1.67
REu17	Control	-	2	-1	-13	PBMC_CD3p_CD4p_TCM_MFI_BCL2_UNS	2359
REu17	Control	-	2	-1	-13	PBMC_CD3p_CD8p_TCM_CD69p_UNS	2.97
REu17	Control	-	2	-1	-13	PBMC_CD3p_CD4p_CD39p_GAG_UNS	1.6754966887417218
REu17	Control	-	2	-1	-13	PBMC_CD3p_CD4p_CD69p_GAG_UNS	0.8245614035087719
REu17	Control	-	2	-1	-13	PBMC_CD3p_CD4p_KI67p_GAG_UNS	0.7242798353909464
REu17	Control	-	2	-1	-13	PBMC_CD3p_CD4p_TCM_CD69p_GAG_UNS	1.1458333333333335
REu17	Control	-	2	-1	-13	PBMC_CD3p_CD8p_IFNGp_GAG_UNS	1.0833333333333335
REu17	Control	-	2	-1	-13	PBMC_CD3p_CD8p_Naive_TNFAp_GAG_UNS	1.0303030303030303
REu17	Control	-	2	-1	-13	PBMC_CD3p_CD8p_TBETp_GAG_UNS	1.4436274509803921
REu17	Control	-	2	-1	-13	PBMC_CD3p_CD8p_TNFAp_GAG_UNS	0.7999999999999999
REu17	Control	-	2	-1	-13	PBMC_CD3p_CD8p_KI67p	0.96
REu17	Control	-	2	-1	-13	MSD_Cluster_1	0.564821939128548
REu17	Control	-	2	-1	-13	MSD_Cluster_2	-0.154717641895191
REu17	Control	-	2	-1	-13	MSD_Cluster_3	-0.599125578521255
RVi17	Control	+	2	-1	-13	IL10	0.25002537138536
RVi17	Control	+	2	-1	-13	IL4	0.106660555524393
RVi17	Control	+	2	-1	-13	MIP3b	56.728843760489
RVi17	Control	+	2	-1	-13	LN_CD3p_CD4p_TCM_IFNGp_GAG	0.39
RVi17	Control	+	2	-1	-13	LN_CD3p_CD4p_TEM_MFI_TCF1_GAG	3547
RVi17	Control	+	2	-1	-13	LN_CD3p_CD4p_TNFAp_GAG	0.11
RVi17	Control	+	2	-1	-13	LN_CD3p_CD8p_TCM_GRZBp_GAG	6
RVi17	Control	+	2	-1	-13	LN_CD3p_CD8p_TCM_IFNGp_GAG	0.48
RVi17	Control	+	2	-1	-13	LN_CD3p_CD8p_TEM_CD39p_GAG	9.13
RVi17	Control	+	2	-1	-13	LN_CD3p_CD8p_TEM_CX3CR1p_GAG	51.8
RVi17	Control	+	2	-1	-13	LN_CD3p_CD4p_MFI_BCL2_UNS	2219
RVi17	Control	+	2	-1	-13	LN_CD3p_CD4p_TCM_MFI_BCL2_UNS	2148
RVi17	Control	+	2	-1	-13	LN_CD3p_CD8p_MFI_TCF1_UNS	9729
RVi17	Control	+	2	-1	-13	LN_CD3p_CD8p_KI67p_UNS	6.12
RVi17	Control	+	2	-1	-13	LN_CD3p_CD8p_TCM_GRZBp_UNS	8.39
RVi17	Control	+	2	-1	-13	LN_CD3p_CD8p_TCM_KI67p_UNS	7.66
RVi17	Control	+	2	-1	-13	LN_CD3p_CD8p_TCM_SLAMF6p_UNS	3.33
RVi17	Control	+	2	-1	-13	LN_CD3p_CD4p_IFNGp_GAG_UNS	0.39285714285714285
RVi17	Control	+	2	-1	-13	LN_CD3p_CD4p_IL2p_GAG_UNS	1.0869565217391304
RVi17	Control	+	2	-1	-13	LN_CD3p_CD4p_TCM_IFNGp_GAG_UNS	0.31451612903225806
RVi17	Control	+	2	-1	-13	LN_CD3p_CD4p_TNFAp_GAG_UNS	4.074074074074074
RVi17	Control	+	2	-1	-13	LN_CD3p_CD8p_CX3CR1p_GAG_UNS	1.0537084398976981
RVi17	Control	+	2	-1	-13	LN_CD3p_CD8p_IFNGp_GAG_UNS	1.2826086956521738
RVi17	Control	+	2	-1	-13	LN_CD3p_CD8p_TCM_CX3CR1p_GAG_UNS	1.0863636363636362
RVi17	Control	+	2	-1	-13	LN_CD3p_CD8p_TEM_CX3CR1p_GAG_UNS	0.9904397705544933
RVi17	Control	+	2	-1	-13	LN_CD3p_CD4p_KI67p	1.77
RVi17	Control	+	2	-1	-13	LN_CD3p_CD4p_TEM	0.096
RVi17	Control	+	2	-1	-13	LN_CD3p_CD8p_CD25p	3.54
RVi17	Control	+	2	-1	-13	LN_CD3p_CD8p_KI67p	2.05
RVi17	Control	+	2	-1	-13	LN_CD3p_CD4_CD95pCD28nTEM	0.58
RVi17	Control	+	2	-1	-13	PBMC_CD3p_CD4p_Naive_TNFAp_GAG	0
RVi17	Control	+	2	-1	-13	PBMC_CD3p_CD4p_TCM_MFI_BCL2_GAG	2588
RVi17	Control	+	2	-1	-13	PBMC_CD3p_CD4p_TCM_CD39p_GAG	4.53
RVi17	Control	+	2	-1	-13	PBMC_CD3p_CD4p_TEM_ID2p_GAG	28.9
RVi17	Control	+	2	-1	-13	PBMC_CD3p_CD4p_CD39p_UNS	6.09
RVi17	Control	+	2	-1	-13	PBMC_CD3p_CD4p_Naive_KI67p_UNS	2.92
RVi17	Control	+	2	-1	-13	PBMC_CD3p_CD4p_TCM_MFI_BCL2_UNS	3279
RVi17	Control	+	2	-1	-13	PBMC_CD3p_CD8p_TCM_CD69p_UNS	2.46
RVi17	Control	+	2	-1	-13	PBMC_CD3p_CD4p_CD39p_GAG_UNS	0.4860426929392447
RVi17	Control	+	2	-1	-13	PBMC_CD3p_CD4p_CD69p_GAG_UNS	0.8085106382978723
